downtime_id,machine_id,plant_location,start_time,end_time,duration_hours,reason,production_loss_mt,repair_cost_inr
DT000390,Machine-17,Rajkot Plant,2022-09-22 16:00:00,2022-09-22 22:44:32.833804,6.74,Scheduled Maintenance,2.31,48859.87
DT000391,Machine-4,Rajkot Plant,2022-09-23 20:00:00,2022-09-23 21:04:45.683300,1.08,Cleaning,1.66,45471.66
DT000392,Machine-13,Ahmedabad Plant 1,2022-09-23 21:00:00,2022-09-23 23:53:35.385849,2.89,Scheduled Maintenance,2.51,30278.33
DT000393,Machine-5,Rajkot Plant,2022-09-23 09:00:00,2022-09-23 16:50:21.030163,7.84,Scheduled Maintenance,1.43,23772.53
DT000394,Machine-13,Rajkot Plant,2022-09-24 02:00:00,2022-09-24 03:43:42.775481,1.73,Raw Material Shortage,0.9,43745.1
DT000395,Machine-4,Ahmedabad Plant 1,2022-09-24 04:00:00,2022-09-24 07:33:16.968395,3.55,Power Failure,2.05,38851.35
DT000396,Machine-2,Rajkot Plant,2022-09-25 18:00:00,2022-09-25 21:47:12.567374,3.79,Operator Error,2.88,47217.82
DT000397,Machine-22,Ahmedabad Plant 2,2022-09-27 19:00:00,2022-09-28 00:36:03.194173,5.6,Cleaning,2.99,5119.18
DT000398,Machine-5,Ahmedabad Plant 2,2022-09-27 06:00:00,2022-09-27 06:34:09.822994,0.57,Operator Error,0.67,47458.39
DT000399,Machine-4,Rajkot Plant,2022-09-28 21:00:00,2022-09-29 02:02:10.532688,5.04,Scheduled Maintenance,2.82,10719.42
DT000400,Machine-9,Ahmedabad Plant 1,2022-09-29 18:00:00,2022-09-29 18:44:23.424025,0.74,Operator Error,1.86,12884.87
DT000401,Machine-18,Rajkot Plant,2022-09-29 12:00:00,2022-09-29 18:56:55.514702,6.95,Power Failure,1.55,39670.55
DT000402,Machine-5,Rajkot Plant,2022-09-30 15:00:00,2022-09-30 19:22:23.848542,4.37,Operator Error,1.82,35683.03
DT000403,Machine-25,Ahmedabad Plant 2,2022-09-30 16:00:00,2022-09-30 19:00:57.199275,3.02,Breakdown,2.87,23018.45
DT000404,Machine-16,Ahmedabad Plant 1,2022-10-01 00:00:00,2022-10-01 03:29:07.144353,3.49,Operator Error,2.27,33631.33
DT000405,Machine-24,Ahmedabad Plant 1,2022-10-01 15:00:00,2022-10-01 22:58:06.103555,7.97,Operator Error,2.63,17806.59
DT000406,Machine-11,Ahmedabad Plant 1,2022-10-01 14:00:00,2022-10-01 15:15:41.920545,1.26,Operator Error,0.77,21272.39
DT000407,Machine-23,Ahmedabad Plant 1,2022-10-02 02:00:00,2022-10-02 06:04:44.021868,4.08,Breakdown,2.09,43597.67
DT000408,Machine-1,Rajkot Plant,2022-10-02 19:00:00,2022-10-03 02:55:17.593018,7.92,Cleaning,1.52,29551.12
DT000409,Machine-8,Ahmedabad Plant 2,2022-10-03 03:00:00,2022-10-03 08:00:20.177649,5.01,Cleaning,1.9,9064.09
DT000410,Machine-7,Rajkot Plant,2022-10-03 20:00:00,2022-10-03 21:21:46.098035,1.36,Operator Error,2.72,35401.28
DT000411,Machine-20,Ahmedabad Plant 2,2022-10-03 08:00:00,2022-10-03 13:35:26.549997,5.59,Operator Error,2.54,8786.37
DT000412,Machine-9,Ahmedabad Plant 1,2022-10-04 21:00:00,2022-10-05 00:36:57.958622,3.62,Power Failure,1.12,34736.3
DT000413,Machine-16,Rajkot Plant,2022-10-05 19:00:00,2022-10-05 21:06:43.242160,2.11,Cleaning,2.23,22455.52
DT000414,Machine-24,Rajkot Plant,2022-10-05 05:00:00,2022-10-05 08:47:43.949530,3.8,Raw Material Shortage,2.55,20667.52
DT000415,Machine-3,Ahmedabad Plant 1,2022-10-06 18:00:00,2022-10-06 20:25:28.178457,2.42,Power Failure,2.63,35842.96
DT000416,Machine-2,Rajkot Plant,2022-10-06 11:00:00,2022-10-06 14:31:45.180635,3.53,Power Failure,1.75,20653.61
DT000417,Machine-8,Ahmedabad Plant 1,2022-10-06 17:00:00,2022-10-06 21:38:02.642693,4.63,Raw Material Shortage,0.85,44979.89
DT000418,Machine-13,Ahmedabad Plant 2,2022-10-08 15:00:00,2022-10-08 19:39:19.296772,4.66,Power Failure,1.46,30721.72
DT000419,Machine-18,Ahmedabad Plant 2,2022-10-08 13:00:00,2022-10-08 14:42:32.201600,1.71,Operator Error,0.7,29665.68
DT000420,Machine-13,Rajkot Plant,2022-10-08 09:00:00,2022-10-08 10:01:43.411223,1.03,Power Failure,2.15,41010.87
DT000421,Machine-15,Rajkot Plant,2022-10-09 12:00:00,2022-10-09 19:54:45.919524,7.91,Operator Error,2.42,48835.63
DT000422,Machine-13,Rajkot Plant,2022-10-09 22:00:00,2022-10-09 22:39:58.938191,0.67,Cleaning,1.9,12413.15
DT000423,Machine-9,Ahmedabad Plant 1,2022-10-09 07:00:00,2022-10-09 09:20:18.653413,2.34,Power Failure,2.34,16377.17
DT000424,Machine-20,Ahmedabad Plant 1,2022-10-10 22:00:00,2022-10-10 23:50:54.912495,1.85,Operator Error,1.43,8746.46
DT000425,Machine-24,Ahmedabad Plant 2,2022-10-11 01:00:00,2022-10-11 02:35:55.336997,1.6,Cleaning,0.87,15172.54
DT000426,Machine-17,Ahmedabad Plant 1,2022-10-11 13:00:00,2022-10-11 20:01:48.941610,7.03,Breakdown,1.24,17324.06
DT000427,Machine-15,Ahmedabad Plant 1,2022-10-11 04:00:00,2022-10-11 05:26:41.686747,1.44,Cleaning,0.54,12217.05
DT000428,Machine-25,Ahmedabad Plant 2,2022-10-12 18:00:00,2022-10-12 23:55:20.223958,5.92,Raw Material Shortage,2.92,38471.63
DT000429,Machine-10,Rajkot Plant,2022-10-12 02:00:00,2022-10-12 08:53:57.147274,6.9,Power Failure,2.47,18322.35
DT000430,Machine-21,Ahmedabad Plant 2,2022-10-13 07:00:00,2022-10-13 12:59:03.214833,5.98,Cleaning,2.38,16635.37
DT000431,Machine-4,Ahmedabad Plant 1,2022-10-13 01:00:00,2022-10-13 08:24:17.647846,7.4,Operator Error,2.99,30258.38
DT000432,Machine-14,Rajkot Plant,2022-10-14 22:00:00,2022-10-15 00:52:28.068958,2.87,Cleaning,1.39,31209.96
DT000433,Machine-9,Ahmedabad Plant 2,2022-10-14 23:00:00,2022-10-14 23:33:30.051791,0.56,Operator Error,1.27,7205.19
DT000434,Machine-22,Rajkot Plant,2022-10-14 19:00:00,2022-10-15 00:10:52.855043,5.18,Scheduled Maintenance,2.01,31597.16
DT000435,Machine-7,Ahmedabad Plant 2,2022-10-15 22:00:00,2022-10-15 23:37:56.748175,1.63,Scheduled Maintenance,2.86,29040.3
DT000436,Machine-25,Ahmedabad Plant 2,2022-10-15 22:00:00,2022-10-16 02:40:08.273972,4.67,Cleaning,1.86,28598.59
DT000437,Machine-9,Ahmedabad Plant 1,2022-10-15 21:00:00,2022-10-16 04:32:17.554202,7.54,Power Failure,2.01,26830.63
DT000438,Machine-22,Ahmedabad Plant 1,2022-10-16 11:00:00,2022-10-16 17:14:54.019780,6.25,Scheduled Maintenance,1.13,13640.45
DT000439,Machine-6,Rajkot Plant,2022-10-16 23:00:00,2022-10-17 02:47:38.741383,3.79,Operator Error,0.54,18208.27
DT000440,Machine-20,Ahmedabad Plant 2,2022-10-16 01:00:00,2022-10-16 04:39:02.009120,3.65,Power Failure,1.95,29444.15
DT000441,Machine-2,Ahmedabad Plant 2,2022-10-17 18:00:00,2022-10-17 21:15:19.850661,3.26,Breakdown,1.36,5059.35
DT000442,Machine-3,Rajkot Plant,2022-10-17 23:00:00,2022-10-18 06:06:30.044159,7.11,Raw Material Shortage,1.08,21110.14
DT000443,Machine-14,Ahmedabad Plant 1,2022-10-18 02:00:00,2022-10-18 02:39:06.884473,0.65,Power Failure,2.89,27255.76
DT000444,Machine-16,Ahmedabad Plant 1,2022-10-18 15:00:00,2022-10-18 15:40:28.356942,0.67,Scheduled Maintenance,1.13,44566.82
DT000445,Machine-4,Rajkot Plant,2022-10-19 19:00:00,2022-10-19 22:19:03.943596,3.32,Operator Error,2.22,32623.28
DT000446,Machine-8,Ahmedabad Plant 2,2022-10-19 17:00:00,2022-10-19 21:02:22.335848,4.04,Scheduled Maintenance,2.58,6815.94
DT000447,Machine-10,Ahmedabad Plant 2,2022-10-19 13:00:00,2022-10-19 20:20:35.437597,7.34,Cleaning,2.3,43867.12
DT000448,Machine-22,Ahmedabad Plant 1,2022-10-20 19:00:00,2022-10-20 19:37:37.176096,0.63,Operator Error,0.71,14264.55
DT000449,Machine-24,Ahmedabad Plant 1,2022-10-20 17:00:00,2022-10-20 21:57:06.141542,4.95,Scheduled Maintenance,0.73,46919.62
DT000450,Machine-3,Ahmedabad Plant 1,2022-10-20 12:00:00,2022-10-20 18:06:52.040736,6.11,Operator Error,2.52,31273.25
DT000451,Machine-23,Rajkot Plant,2022-10-21 16:00:00,2022-10-21 21:13:55.597875,5.23,Breakdown,1.05,45951.86
DT000452,Machine-5,Rajkot Plant,2022-10-21 08:00:00,2022-10-21 13:22:00.781054,5.37,Cleaning,1.54,44675.24
DT000453,Machine-18,Rajkot Plant,2022-10-22 20:00:00,2022-10-23 02:58:43.190711,6.98,Scheduled Maintenance,0.5,46617.69
DT000454,Machine-2,Rajkot Plant,2022-10-22 23:00:00,2022-10-23 02:13:32.534241,3.23,Breakdown,1.56,8839.11
DT000455,Machine-2,Ahmedabad Plant 1,2022-10-22 01:00:00,2022-10-22 08:04:54.582799,7.08,Raw Material Shortage,1.85,45756.69
DT000456,Machine-16,Ahmedabad Plant 1,2022-10-23 07:00:00,2022-10-23 13:21:22.023378,6.36,Power Failure,2.74,47671.64
DT000457,Machine-6,Ahmedabad Plant 2,2022-10-23 05:00:00,2022-10-23 12:08:39.417798,7.14,Raw Material Shortage,1.02,8155.06
DT000458,Machine-6,Ahmedabad Plant 2,2022-10-25 13:00:00,2022-10-25 18:09:06.835644,5.15,Power Failure,0.89,43839.8
DT000459,Machine-8,Ahmedabad Plant 1,2022-10-26 07:00:00,2022-10-26 14:36:21.320042,7.61,Raw Material Shortage,0.8,15612.77
DT000460,Machine-17,Ahmedabad Plant 2,2022-10-26 17:00:00,2022-10-26 22:11:21.077925,5.19,Power Failure,2.31,28054.05
DT000461,Machine-22,Rajkot Plant,2022-10-27 08:00:00,2022-10-27 11:16:03.876782,3.27,Breakdown,1.27,34968.57
DT000462,Machine-25,Ahmedabad Plant 1,2022-10-27 12:00:00,2022-10-27 18:05:03.160186,6.08,Raw Material Shortage,1.22,19669.81
DT000463,Machine-24,Ahmedabad Plant 2,2022-10-27 14:00:00,2022-10-27 17:57:01.818642,3.95,Breakdown,1.63,42919.46
DT000464,Machine-14,Ahmedabad Plant 1,2022-10-29 06:00:00,2022-10-29 09:46:36.557606,3.78,Breakdown,2.95,18993.35
DT000465,Machine-2,Rajkot Plant,2022-10-31 11:00:00,2022-10-31 16:41:46.161780,5.7,Raw Material Shortage,2.4,33368.18
DT000466,Machine-12,Ahmedabad Plant 1,2022-10-31 11:00:00,2022-10-31 14:15:10.289537,3.25,Raw Material Shortage,1.14,32192.7
DT000467,Machine-19,Rajkot Plant,2022-10-31 07:00:00,2022-10-31 12:26:23.042038,5.44,Cleaning,1.14,20142.01
DT000468,Machine-2,Ahmedabad Plant 2,2022-11-01 20:00:00,2022-11-02 02:57:55.700639,6.97,Scheduled Maintenance,2.53,13270.14
DT000469,Machine-15,Ahmedabad Plant 1,2022-11-02 20:00:00,2022-11-03 03:30:00.607529,7.5,Operator Error,2.07,27353.97
DT000470,Machine-18,Ahmedabad Plant 2,2022-11-02 17:00:00,2022-11-02 19:00:23.342771,2.01,Power Failure,2.33,46435.78
DT000471,Machine-9,Ahmedabad Plant 2,2022-11-02 19:00:00,2022-11-02 19:59:13.606620,0.99,Cleaning,1.8,44470.94
DT000472,Machine-4,Rajkot Plant,2022-11-03 06:00:00,2022-11-03 13:38:38.118274,7.64,Scheduled Maintenance,0.68,40597.47
DT000473,Machine-21,Rajkot Plant,2022-11-05 01:00:00,2022-11-05 03:36:37.968473,2.61,Raw Material Shortage,1.85,40267.96
DT000474,Machine-4,Rajkot Plant,2022-11-05 07:00:00,2022-11-05 11:35:18.632112,4.59,Scheduled Maintenance,0.78,31574.07
DT000475,Machine-25,Ahmedabad Plant 2,2022-11-06 11:00:00,2022-11-06 12:23:00.894563,1.38,Cleaning,1.37,30120.39
DT000476,Machine-8,Ahmedabad Plant 1,2022-11-06 16:00:00,2022-11-06 23:56:08.204377,7.94,Raw Material Shortage,2.32,18648.62
DT000477,Machine-1,Ahmedabad Plant 2,2022-11-06 15:00:00,2022-11-06 22:04:26.913616,7.07,Power Failure,1.07,22279.63
DT000478,Machine-18,Ahmedabad Plant 2,2022-11-07 18:00:00,2022-11-07 23:21:09.575522,5.35,Raw Material Shortage,1.53,37830.96
DT000479,Machine-10,Rajkot Plant,2022-11-07 06:00:00,2022-11-07 11:22:46.395280,5.38,Raw Material Shortage,2.17,23911.87
DT000480,Machine-9,Ahmedabad Plant 2,2022-11-07 10:00:00,2022-11-07 10:54:48.508037,0.91,Cleaning,2.68,8331.03
DT000481,Machine-7,Ahmedabad Plant 1,2022-11-08 04:00:00,2022-11-08 07:58:48.932157,3.98,Breakdown,1.25,18334.89
DT000482,Machine-8,Rajkot Plant,2022-11-10 19:00:00,2022-11-10 21:11:58.855830,2.2,Operator Error,1.18,47990.36
DT000483,Machine-2,Ahmedabad Plant 2,2022-11-10 15:00:00,2022-11-10 22:47:25.427492,7.79,Raw Material Shortage,1.93,28609.55
DT000484,Machine-17,Ahmedabad Plant 1,2022-11-11 13:00:00,2022-11-11 13:51:45.857354,0.86,Breakdown,2.51,12674.83
DT000485,Machine-7,Ahmedabad Plant 2,2022-11-11 00:00:00,2022-11-11 01:34:09.752084,1.57,Raw Material Shortage,1.56,20639.34
DT000486,Machine-6,Ahmedabad Plant 1,2022-11-11 21:00:00,2022-11-11 22:13:29.188136,1.22,Breakdown,0.87,49655.17
DT000487,Machine-15,Rajkot Plant,2022-11-13 05:00:00,2022-11-13 11:00:40.293500,6.01,Scheduled Maintenance,2.0,18662.74
DT000488,Machine-2,Ahmedabad Plant 1,2022-11-16 22:00:00,2022-11-17 01:42:47.883082,3.71,Power Failure,2.07,40292.58
DT000489,Machine-10,Rajkot Plant,2022-11-16 08:00:00,2022-11-16 15:35:53.046769,7.6,Cleaning,0.81,13623.88
DT000490,Machine-24,Ahmedabad Plant 2,2022-11-16 01:00:00,2022-11-16 05:45:24.433037,4.76,Raw Material Shortage,2.85,25364.39
DT000491,Machine-23,Ahmedabad Plant 1,2022-11-17 16:00:00,2022-11-17 21:15:16.554640,5.25,Power Failure,1.23,41528.24
DT000492,Machine-13,Ahmedabad Plant 2,2022-11-18 06:00:00,2022-11-18 11:02:22.050008,5.04,Breakdown,1.45,29417.96
DT000493,Machine-19,Ahmedabad Plant 2,2022-11-18 10:00:00,2022-11-18 15:42:38.444201,5.71,Operator Error,1.03,20365.03
DT000494,Machine-13,Rajkot Plant,2022-11-19 22:00:00,2022-11-20 00:22:43.782861,2.38,Operator Error,2.9,6933.57
DT000495,Machine-7,Rajkot Plant,2022-11-19 21:00:00,2022-11-19 21:55:23.912605,0.92,Operator Error,1.39,29211.21
DT000496,Machine-11,Ahmedabad Plant 1,2022-11-21 01:00:00,2022-11-21 03:58:00.225504,2.97,Raw Material Shortage,2.64,12622.26
DT000497,Machine-14,Ahmedabad Plant 2,2022-11-21 16:00:00,2022-11-21 19:14:04.904017,3.23,Raw Material Shortage,1.72,14097.41
DT000498,Machine-14,Ahmedabad Plant 2,2022-11-22 11:00:00,2022-11-22 13:40:32.438740,2.68,Scheduled Maintenance,2.87,28410.22
DT000499,Machine-1,Ahmedabad Plant 1,2022-11-22 12:00:00,2022-11-22 19:01:20.996296,7.02,Operator Error,1.17,32556.63
DT000500,Machine-1,Ahmedabad Plant 1,2022-11-22 06:00:00,2022-11-22 12:13:27.610596,6.22,Raw Material Shortage,1.55,33112.09
DT000501,Machine-24,Ahmedabad Plant 1,2022-11-23 01:00:00,2022-11-23 07:58:26.925943,6.97,Cleaning,0.85,20963.38
DT000502,Machine-25,Ahmedabad Plant 2,2022-11-23 23:00:00,2022-11-24 05:40:45.400676,6.68,Cleaning,1.08,30025.14
DT000503,Machine-5,Ahmedabad Plant 2,2022-11-24 19:00:00,2022-11-24 22:47:06.419878,3.79,Operator Error,2.16,35060.24
DT000504,Machine-23,Ahmedabad Plant 2,2022-11-25 17:00:00,2022-11-25 21:50:18.994116,4.84,Scheduled Maintenance,2.87,12889.68
DT000505,Machine-4,Ahmedabad Plant 1,2022-11-25 07:00:00,2022-11-25 13:45:47.348218,6.76,Cleaning,1.72,34781.55
DT000506,Machine-7,Ahmedabad Plant 2,2022-11-26 16:00:00,2022-11-26 18:33:11.165748,2.55,Cleaning,0.74,39996.77
DT000507,Machine-6,Rajkot Plant,2022-11-27 08:00:00,2022-11-27 10:23:17.264457,2.39,Power Failure,1.48,7138.6
DT000508,Machine-17,Ahmedabad Plant 2,2022-11-27 05:00:00,2022-11-27 10:22:35.505670,5.38,Scheduled Maintenance,2.22,45574.67
DT000509,Machine-21,Ahmedabad Plant 2,2022-11-27 14:00:00,2022-11-27 21:10:57.556721,7.18,Power Failure,2.26,19495.81
DT000510,Machine-13,Ahmedabad Plant 2,2022-11-28 10:00:00,2022-11-28 13:18:34.908405,3.31,Operator Error,1.45,10833.45
DT000511,Machine-23,Ahmedabad Plant 2,2022-11-28 16:00:00,2022-11-28 23:36:16.747937,7.6,Raw Material Shortage,2.55,11537.14
DT000512,Machine-23,Ahmedabad Plant 1,2022-11-28 18:00:00,2022-11-29 01:35:54.522473,7.6,Operator Error,2.61,46348.4
DT000513,Machine-9,Ahmedabad Plant 2,2022-11-30 10:00:00,2022-11-30 12:38:32.398987,2.64,Breakdown,1.34,26146.64
DT000514,Machine-17,Rajkot Plant,2022-11-30 12:00:00,2022-11-30 14:10:53.417998,2.18,Scheduled Maintenance,1.66,5414.08
DT000515,Machine-6,Ahmedabad Plant 2,2022-11-30 11:00:00,2022-11-30 18:04:53.487417,7.08,Power Failure,0.91,27538.15
DT000516,Machine-11,Ahmedabad Plant 1,2022-12-01 19:00:00,2022-12-02 02:27:58.315304,7.47,Raw Material Shortage,2.55,39925.61
DT000517,Machine-13,Rajkot Plant,2022-12-01 01:00:00,2022-12-01 06:02:27.032261,5.04,Power Failure,1.59,25071.68
DT000518,Machine-12,Ahmedabad Plant 1,2022-12-01 18:00:00,2022-12-01 19:09:08.071281,1.15,Cleaning,0.66,42954.73
DT000519,Machine-3,Ahmedabad Plant 2,2022-12-02 12:00:00,2022-12-02 15:33:53.606365,3.56,Power Failure,0.64,34837.44
DT000520,Machine-8,Ahmedabad Plant 1,2022-12-02 11:00:00,2022-12-02 16:37:29.164813,5.62,Cleaning,1.07,23482.38
DT000521,Machine-21,Rajkot Plant,2022-12-02 05:00:00,2022-12-02 09:48:02.449851,4.8,Raw Material Shortage,1.99,28000.2
DT000522,Machine-6,Ahmedabad Plant 2,2022-12-03 08:00:00,2022-12-03 11:13:53.304449,3.23,Cleaning,0.67,6002.76
DT000523,Machine-3,Rajkot Plant,2022-12-03 10:00:00,2022-12-03 13:56:47.437928,3.95,Cleaning,1.01,47232.0
DT000524,Machine-14,Ahmedabad Plant 1,2022-12-03 14:00:00,2022-12-03 19:18:11.259479,5.3,Scheduled Maintenance,1.96,23294.83
DT000525,Machine-14,Ahmedabad Plant 1,2022-12-04 12:00:00,2022-12-04 14:58:17.182002,2.97,Power Failure,0.95,7706.44
DT000526,Machine-1,Ahmedabad Plant 2,2022-12-06 15:00:00,2022-12-06 20:15:31.436340,5.26,Operator Error,2.45,43599.32
DT000527,Machine-24,Rajkot Plant,2022-12-06 03:00:00,2022-12-06 08:55:56.311449,5.93,Raw Material Shortage,2.74,49226.29
DT000528,Machine-14,Rajkot Plant,2022-12-07 13:00:00,2022-12-07 20:42:45.035134,7.71,Breakdown,1.98,15089.0
DT000529,Machine-6,Rajkot Plant,2022-12-07 09:00:00,2022-12-07 10:17:51.596677,1.3,Breakdown,2.98,18877.56
DT000530,Machine-5,Ahmedabad Plant 1,2022-12-07 06:00:00,2022-12-07 06:45:17.218600,0.75,Cleaning,1.48,38664.49
DT000531,Machine-14,Ahmedabad Plant 1,2022-12-08 11:00:00,2022-12-08 18:10:51.599635,7.18,Raw Material Shortage,1.69,18231.3
DT000532,Machine-4,Ahmedabad Plant 1,2022-12-09 15:00:00,2022-12-09 21:20:16.913440,6.34,Operator Error,1.76,8871.33
DT000533,Machine-24,Ahmedabad Plant 2,2022-12-11 00:00:00,2022-12-11 07:09:29.242072,7.16,Scheduled Maintenance,2.14,6656.55
DT000534,Machine-10,Ahmedabad Plant 1,2022-12-12 11:00:00,2022-12-12 11:34:04.531954,0.57,Operator Error,0.72,41987.99
DT000535,Machine-25,Rajkot Plant,2022-12-12 13:00:00,2022-12-12 17:06:35.307669,4.11,Operator Error,1.34,16218.2
DT000536,Machine-21,Rajkot Plant,2022-12-13 06:00:00,2022-12-13 10:18:05.165569,4.3,Scheduled Maintenance,0.71,32773.12
DT000537,Machine-18,Ahmedabad Plant 1,2022-12-16 09:00:00,2022-12-16 12:21:14.239483,3.35,Raw Material Shortage,2.65,38949.21
DT000538,Machine-11,Ahmedabad Plant 1,2022-12-17 23:00:00,2022-12-17 23:38:15.886740,0.64,Breakdown,0.92,26331.55
DT000539,Machine-21,Ahmedabad Plant 2,2022-12-17 17:00:00,2022-12-17 22:26:24.367159,5.44,Operator Error,2.29,41730.95
DT000540,Machine-17,Rajkot Plant,2022-12-18 08:00:00,2022-12-18 08:52:08.902596,0.87,Scheduled Maintenance,0.55,32022.76
DT000541,Machine-4,Ahmedabad Plant 2,2022-12-19 15:00:00,2022-12-19 20:55:43.327574,5.93,Cleaning,2.47,12007.2
DT000542,Machine-8,Rajkot Plant,2022-12-19 12:00:00,2022-12-19 19:45:55.872464,7.77,Raw Material Shortage,1.07,16264.87
DT000543,Machine-25,Rajkot Plant,2022-12-22 10:00:00,2022-12-22 11:39:25.804066,1.66,Power Failure,0.61,41437.59
DT000544,Machine-19,Ahmedabad Plant 2,2022-12-23 20:00:00,2022-12-23 20:32:32.375497,0.54,Scheduled Maintenance,1.66,9138.52
DT000545,Machine-1,Ahmedabad Plant 1,2022-12-24 10:00:00,2022-12-24 10:50:09.474373,0.84,Raw Material Shortage,2.84,42142.99
DT000546,Machine-5,Ahmedabad Plant 2,2022-12-24 15:00:00,2022-12-24 18:27:41.659002,3.46,Breakdown,1.65,44065.07
DT000547,Machine-17,Rajkot Plant,2022-12-24 06:00:00,2022-12-24 12:28:34.596840,6.48,Breakdown,2.23,29145.44
DT000548,Machine-23,Ahmedabad Plant 2,2022-12-25 18:00:00,2022-12-25 23:03:31.205808,5.06,Cleaning,1.48,28764.37
DT000549,Machine-25,Ahmedabad Plant 1,2022-12-26 19:00:00,2022-12-26 23:32:51.840482,4.55,Scheduled Maintenance,2.66,14839.43
DT000550,Machine-4,Rajkot Plant,2022-12-26 07:00:00,2022-12-26 09:20:58.784072,2.35,Operator Error,1.03,31062.55
DT000551,Machine-8,Ahmedabad Plant 2,2022-12-26 07:00:00,2022-12-26 12:42:49.258314,5.71,Power Failure,1.1,35463.27
DT000552,Machine-15,Rajkot Plant,2022-12-27 04:00:00,2022-12-27 09:12:38.460381,5.21,Breakdown,1.3,15341.85
DT000553,Machine-3,Ahmedabad Plant 2,2022-12-27 17:00:00,2022-12-28 00:06:48.760740,7.11,Power Failure,1.92,36675.46
DT000554,Machine-16,Ahmedabad Plant 2,2022-12-28 07:00:00,2022-12-28 14:26:24.148145,7.44,Raw Material Shortage,1.01,20774.94
DT000555,Machine-9,Ahmedabad Plant 1,2022-12-28 03:00:00,2022-12-28 06:45:30.151492,3.76,Operator Error,1.08,42818.92
DT000556,Machine-10,Ahmedabad Plant 1,2022-12-31 15:00:00,2022-12-31 16:07:31.883946,1.13,Power Failure,1.1,13596.54
DT000557,Machine-4,Ahmedabad Plant 2,2023-01-01 02:00:00,2023-01-01 09:39:01.576674,7.65,Raw Material Shortage,2.07,37229.68
DT000558,Machine-10,Rajkot Plant,2023-01-01 03:00:00,2023-01-01 04:18:47.369716,1.31,Breakdown,0.99,41444.98
DT000559,Machine-24,Ahmedabad Plant 2,2023-01-01 05:00:00,2023-01-01 09:45:28.733182,4.76,Power Failure,0.61,30455.14
DT000560,Machine-2,Rajkot Plant,2023-01-02 03:00:00,2023-01-02 07:03:55.406795,4.07,Power Failure,0.88,31682.34
DT000561,Machine-15,Ahmedabad Plant 2,2023-01-02 19:00:00,2023-01-02 20:48:13.076048,1.8,Raw Material Shortage,2.53,32832.02
DT000562,Machine-10,Ahmedabad Plant 1,2023-01-03 22:00:00,2023-01-04 05:02:05.416439,7.03,Scheduled Maintenance,1.56,28036.44
DT000563,Machine-13,Ahmedabad Plant 2,2023-01-03 13:00:00,2023-01-03 19:12:15.780376,6.2,Scheduled Maintenance,1.87,30739.29
DT000564,Machine-20,Ahmedabad Plant 2,2023-01-04 08:00:00,2023-01-04 12:39:00.152660,4.65,Power Failure,1.73,41256.36
DT000565,Machine-17,Ahmedabad Plant 2,2023-01-05 09:00:00,2023-01-05 13:08:20.714327,4.14,Power Failure,2.75,41387.75
DT000566,Machine-23,Rajkot Plant,2023-01-06 00:00:00,2023-01-06 05:41:35.881524,5.69,Operator Error,2.75,29169.2
DT000567,Machine-19,Ahmedabad Plant 2,2023-01-07 00:00:00,2023-01-07 06:39:49.705211,6.66,Operator Error,1.1,8283.9
DT000568,Machine-23,Rajkot Plant,2023-01-07 08:00:00,2023-01-07 13:38:15.017120,5.64,Operator Error,1.25,33557.21
DT000569,Machine-17,Rajkot Plant,2023-01-07 06:00:00,2023-01-07 07:04:49.647327,1.08,Breakdown,2.89,28180.16
DT000570,Machine-10,Ahmedabad Plant 1,2023-01-08 22:00:00,2023-01-08 22:34:17.208881,0.57,Cleaning,1.69,40537.44
DT000571,Machine-7,Rajkot Plant,2023-01-11 20:00:00,2023-01-12 02:59:20.915087,6.99,Raw Material Shortage,1.65,10667.14
DT000572,Machine-23,Ahmedabad Plant 1,2023-01-12 18:00:00,2023-01-13 01:17:46.588505,7.3,Operator Error,2.95,7843.73
DT000573,Machine-17,Ahmedabad Plant 2,2023-01-13 16:00:00,2023-01-13 17:05:07.830779,1.09,Raw Material Shortage,1.91,29025.52
DT000574,Machine-24,Ahmedabad Plant 2,2023-01-14 17:00:00,2023-01-14 21:54:53.675760,4.91,Breakdown,1.29,7265.44
DT000575,Machine-8,Ahmedabad Plant 2,2023-01-14 03:00:00,2023-01-14 07:51:09.480871,4.85,Scheduled Maintenance,0.88,20356.66
DT000576,Machine-12,Ahmedabad Plant 2,2023-01-14 07:00:00,2023-01-14 11:52:06.127787,4.87,Power Failure,1.02,29410.82
DT000577,Machine-19,Rajkot Plant,2023-01-15 07:00:00,2023-01-15 12:51:37.390672,5.86,Power Failure,0.66,32876.26
DT000578,Machine-15,Rajkot Plant,2023-01-17 18:00:00,2023-01-17 22:19:14.726303,4.32,Operator Error,0.74,36785.54
DT000579,Machine-1,Ahmedabad Plant 2,2023-01-18 07:00:00,2023-01-18 09:49:54.022583,2.83,Scheduled Maintenance,0.96,17710.49
DT000580,Machine-10,Ahmedabad Plant 1,2023-01-18 14:00:00,2023-01-18 18:35:47.407362,4.6,Operator Error,1.95,12634.32
DT000581,Machine-17,Rajkot Plant,2023-01-18 16:00:00,2023-01-18 23:31:29.191163,7.52,Operator Error,1.32,17073.08
DT000582,Machine-8,Ahmedabad Plant 1,2023-01-19 12:00:00,2023-01-19 13:54:01.515898,1.9,Cleaning,0.8,49193.69
