batch_id,production_date,product_sku,raw_material_used_mt,finished_goods_mt,plant_location,shift,operator_id,temperature_celsius,processing_time_hours
PR20220408955,2022-04-08,HF-FF-SHOESTRING-2.5KG,2.63,2.26,Rajkot Plant,Morning,OP222,-19.4,2.1
PR20220408646,2022-04-08,HF-FF-CRINKLE-2.5KG,2.8,2.33,Ahmedabad Plant 2,Night,OP209,-19.3,5.0
PR20220408151,2022-04-08,HF-PATTY-BURGER-1KG,6.32,5.28,Ahmedabad Plant 2,Night,OP205,-19.5,4.3
PR20220408854,2022-04-08,HF-FF-CRINKLE-2.5KG,3.56,3.09,Ahmedabad Plant 2,Morning,OP216,-18.0,3.5
PR20220408617,2022-04-08,HF-POTATO-CHEESE-BALLS-500G,6.37,5.13,Ahmedabad Plant 2,Evening,OP154,-18.0,2.3
PR20220408568,2022-04-08,HF-FF-SHOESTRING-2.5KG,5.89,5.16,Ahmedabad Plant 2,Night,OP196,-19.1,4.0
PR20220408184,2022-04-08,HF-POTATO-CHEESE-BALLS-500G,3.91,3.06,Ahmedabad Plant 2,Night,OP189,-18.0,3.1
PR20220408999,2022-04-08,HF-HASH-BROWN-1KG,4.69,3.64,Ahmedabad Plant 2,Evening,OP219,-18.2,4.9
PR20220408234,2022-04-08,HF-HASH-BROWN-1KG,7.37,6.43,Ahmedabad Plant 1,Evening,OP241,-19.2,2.2
PR20220408928,2022-04-08,HF-FF-CRINKLE-2.5KG,6.45,4.93,Ahmedabad Plant 2,Night,OP176,-19.3,5.1
PR20220408810,2022-04-08,HF-FF-CRINKLE-2.5KG,6.36,5.56,Rajkot Plant,Evening,OP232,-19.5,4.8
PR20220409161,2022-04-09,HF-FF-WEDGES-2.5KG,3.57,3.11,Ahmedabad Plant 2,Evening,OP142,-18.4,5.6
PR20220409690,2022-04-09,HF-FF-CRINKLE-2.5KG,3.88,2.98,Ahmedabad Plant 1,Night,OP178,-19.7,2.0
PR20220409442,2022-04-09,HF-FF-SHOESTRING-2.5KG,6.99,5.48,Rajkot Plant,Evening,OP243,-19.8,4.8
PR20220409494,2022-04-09,HF-FF-SHOESTRING-2.5KG,6.0,4.78,Ahmedabad Plant 2,Morning,OP193,-18.1,5.3
PR20220409521,2022-04-09,HF-HASH-BROWN-1KG,3.03,2.42,Ahmedabad Plant 1,Evening,OP109,-19.2,3.9
PR20220409333,2022-04-09,HF-PATTY-ALOO-1KG,3.19,2.45,Ahmedabad Plant 2,Evening,OP208,-18.2,5.5
PR20220409706,2022-04-09,HF-POTATO-CHEESE-BALLS-500G,2.19,1.92,Ahmedabad Plant 1,Morning,OP106,-18.4,2.4
PR20220409505,2022-04-09,HF-POTATO-SMILES-500G,5.46,4.15,Rajkot Plant,Evening,OP154,-19.2,5.4
PR20220410937,2022-04-10,HF-HASH-BROWN-1KG,2.29,1.96,Ahmedabad Plant 2,Night,OP130,-18.8,2.6
PR20220410661,2022-04-10,HF-FF-WEDGES-2.5KG,3.06,2.66,Ahmedabad Plant 1,Night,OP146,-18.2,5.5
PR20220410530,2022-04-10,HF-HASH-BROWN-1KG,5.27,3.98,Ahmedabad Plant 2,Night,OP171,-18.9,5.3
PR20220410894,2022-04-10,HF-FF-CRINKLE-2.5KG,6.36,5.17,Rajkot Plant,Morning,OP231,-19.7,2.5
PR20220410562,2022-04-10,HF-POTATO-CHEESE-BALLS-500G,7.46,6.42,Rajkot Plant,Night,OP210,-19.4,5.3
PR20220410436,2022-04-10,HF-PATTY-ALOO-1KG,5.26,4.41,Rajkot Plant,Evening,OP111,-19.1,3.4
PR20220410496,2022-04-10,HF-POTATO-SMILES-500G,5.41,4.24,Ahmedabad Plant 1,Night,OP206,-18.9,3.1
PR20220410309,2022-04-10,HF-PATTY-BURGER-1KG,2.74,2.17,Rajkot Plant,Morning,OP231,-19.7,3.5
PR20220411509,2022-04-11,HF-FF-SHOESTRING-2.5KG,6.49,5.02,Rajkot Plant,Evening,OP182,-18.8,2.5
PR20220411968,2022-04-11,HF-FF-SHOESTRING-2.5KG,2.83,2.35,Rajkot Plant,Night,OP177,-19.2,2.9
PR20220411684,2022-04-11,HF-FF-WEDGES-2.5KG,4.85,4.18,Ahmedabad Plant 1,Morning,OP216,-18.3,2.1
PR20220411160,2022-04-11,HF-PATTY-BURGER-1KG,5.91,4.47,Rajkot Plant,Night,OP208,-20.0,4.4
PR20220411883,2022-04-11,HF-FF-CRINKLE-2.5KG,4.82,3.88,Rajkot Plant,Evening,OP213,-19.1,2.4
PR20220411130,2022-04-11,HF-HASH-BROWN-1KG,7.58,6.3,Ahmedabad Plant 2,Morning,OP147,-18.4,4.3
PR20220411959,2022-04-11,HF-FF-SHOESTRING-2.5KG,2.8,2.11,Ahmedabad Plant 1,Evening,OP141,-19.3,4.6
PR20220411691,2022-04-11,HF-FF-SHOESTRING-2.5KG,5.5,4.26,Ahmedabad Plant 2,Morning,OP248,-19.2,2.2
PR20220411695,2022-04-11,HF-FF-WEDGES-2.5KG,5.66,4.65,Rajkot Plant,Night,OP120,-19.3,5.6
PR20220411789,2022-04-11,HF-ALOO-TIKKI-1KG,7.1,6.23,Rajkot Plant,Morning,OP225,-20.0,5.1
PR20220411222,2022-04-11,HF-POTATO-CHEESE-BALLS-500G,7.74,6.68,Ahmedabad Plant 1,Evening,OP182,-19.5,2.3
PR20220411887,2022-04-11,HF-PATTY-ALOO-1KG,2.29,1.97,Ahmedabad Plant 1,Evening,OP123,-19.0,5.3
PR20220411568,2022-04-11,HF-FF-SHOESTRING-2.5KG,3.88,3.11,Rajkot Plant,Evening,OP178,-19.4,5.7
PR20220411725,2022-04-11,HF-PATTY-BURGER-1KG,2.53,2.18,Ahmedabad Plant 1,Evening,OP250,-19.6,3.3
PR20220411398,2022-04-11,HF-FF-WEDGES-2.5KG,4.13,3.12,Ahmedabad Plant 1,Morning,OP237,-18.0,3.9
PR20220412189,2022-04-12,HF-PATTY-ALOO-1KG,2.57,1.99,Ahmedabad Plant 2,Evening,OP104,-19.7,4.3
PR20220412215,2022-04-12,HF-PATTY-BURGER-1KG,5.8,4.49,Ahmedabad Plant 2,Night,OP207,-19.7,5.5
PR20220412560,2022-04-12,HF-FF-SHOESTRING-2.5KG,5.14,4.46,Ahmedabad Plant 2,Night,OP145,-19.7,4.9
PR20220412165,2022-04-12,HF-ALOO-TIKKI-1KG,6.4,4.89,Ahmedabad Plant 2,Night,OP212,-18.5,2.3
PR20220412294,2022-04-12,HF-FF-SHOESTRING-2.5KG,2.05,1.58,Ahmedabad Plant 2,Evening,OP235,-19.8,3.0
PR20220412266,2022-04-12,HF-PATTY-BURGER-1KG,7.82,6.47,Ahmedabad Plant 1,Night,OP231,-18.5,4.0
PR20220412860,2022-04-12,HF-PATTY-BURGER-1KG,3.31,2.91,Rajkot Plant,Morning,OP113,-19.7,2.1
PR20220412814,2022-04-12,HF-FF-WEDGES-2.5KG,7.69,6.49,Rajkot Plant,Night,OP119,-18.2,4.7
PR20220412577,2022-04-12,HF-POTATO-CHEESE-BALLS-500G,5.88,4.58,Ahmedabad Plant 1,Evening,OP220,-19.5,2.3
PR20220412614,2022-04-12,HF-FF-SHOESTRING-2.5KG,4.94,3.71,Ahmedabad Plant 2,Night,OP196,-19.9,5.0
PR20220412756,2022-04-12,HF-PATTY-BURGER-1KG,2.95,2.34,Rajkot Plant,Morning,OP129,-18.3,5.1
PR20220413760,2022-04-13,HF-POTATO-CHEESE-BALLS-500G,2.35,2.02,Rajkot Plant,Morning,OP126,-19.9,4.7
PR20220413488,2022-04-13,HF-PATTY-BURGER-1KG,3.28,2.61,Rajkot Plant,Night,OP136,-19.0,4.4
PR20220413970,2022-04-13,HF-POTATO-CHEESE-BALLS-500G,6.01,4.94,Ahmedabad Plant 1,Evening,OP100,-18.7,5.6
PR20220413304,2022-04-13,HF-POTATO-SMILES-500G,2.49,2.02,Ahmedabad Plant 1,Morning,OP221,-19.6,2.2
PR20220413155,2022-04-13,HF-ALOO-TIKKI-1KG,6.23,5.34,Ahmedabad Plant 1,Evening,OP176,-19.3,2.1
PR20220413143,2022-04-13,HF-POTATO-SMILES-500G,3.08,2.45,Ahmedabad Plant 1,Morning,OP107,-18.5,5.9
PR20220413625,2022-04-13,HF-POTATO-CHEESE-BALLS-500G,5.91,4.66,Ahmedabad Plant 1,Night,OP116,-19.9,5.0
PR20220413565,2022-04-13,HF-FF-WEDGES-2.5KG,3.71,2.97,Ahmedabad Plant 2,Morning,OP235,-18.4,5.9
PR20220413269,2022-04-13,HF-ALOO-TIKKI-1KG,5.1,4.42,Ahmedabad Plant 2,Night,OP144,-18.7,5.4
PR20220413766,2022-04-13,HF-PATTY-BURGER-1KG,2.32,2.04,Ahmedabad Plant 2,Night,OP183,-19.8,3.5
PR20220413870,2022-04-13,HF-FF-SHOESTRING-2.5KG,6.65,5.64,Rajkot Plant,Morning,OP217,-19.8,3.2
PR20220413250,2022-04-13,HF-POTATO-CHEESE-BALLS-500G,4.79,4.13,Rajkot Plant,Night,OP248,-19.6,3.6
PR20220413447,2022-04-13,HF-ALOO-TIKKI-1KG,7.07,5.35,Ahmedabad Plant 1,Night,OP219,-19.6,2.8
PR20220414190,2022-04-14,HF-FF-CRINKLE-2.5KG,3.72,3.03,Ahmedabad Plant 2,Night,OP100,-18.9,4.1
PR20220414533,2022-04-14,HF-ALOO-TIKKI-1KG,5.27,4.18,Rajkot Plant,Morning,OP198,-18.4,5.1
PR20220414979,2022-04-14,HF-FF-CRINKLE-2.5KG,4.4,3.59,Ahmedabad Plant 1,Evening,OP203,-19.3,5.6
PR20220414501,2022-04-14,HF-FF-WEDGES-2.5KG,6.25,4.72,Ahmedabad Plant 1,Night,OP108,-19.7,6.0
PR20220414643,2022-04-14,HF-FF-WEDGES-2.5KG,4.83,4.23,Ahmedabad Plant 1,Morning,OP130,-19.1,3.8
PR20220414567,2022-04-14,HF-FF-SHOESTRING-2.5KG,3.99,3.33,Rajkot Plant,Morning,OP207,-18.5,2.4
PR20220414299,2022-04-14,HF-PATTY-BURGER-1KG,2.16,1.7,Ahmedabad Plant 2,Evening,OP155,-18.8,4.2
PR20220414433,2022-04-14,HF-ALOO-TIKKI-1KG,3.76,3.3,Ahmedabad Plant 2,Night,OP147,-18.6,3.8
PR20220414757,2022-04-14,HF-PATTY-BURGER-1KG,2.62,2.05,Ahmedabad Plant 2,Night,OP224,-18.1,4.2
PR20220414106,2022-04-14,HF-FF-CRINKLE-2.5KG,6.51,5.05,Ahmedabad Plant 1,Morning,OP175,-18.7,2.1
PR20220414929,2022-04-14,HF-FF-WEDGES-2.5KG,7.04,5.99,Ahmedabad Plant 2,Morning,OP195,-18.1,3.5
PR20220414320,2022-04-14,HF-HASH-BROWN-1KG,7.73,6.19,Rajkot Plant,Morning,OP249,-19.1,3.4
PR20220415259,2022-04-15,HF-PATTY-ALOO-1KG,5.58,4.89,Ahmedabad Plant 2,Evening,OP163,-20.0,5.1
PR20220415109,2022-04-15,HF-FF-WEDGES-2.5KG,4.43,3.61,Rajkot Plant,Evening,OP245,-18.7,5.9
PR20220415562,2022-04-15,HF-HASH-BROWN-1KG,6.25,5.05,Rajkot Plant,Morning,OP163,-18.0,4.1
PR20220415724,2022-04-15,HF-HASH-BROWN-1KG,7.9,6.46,Rajkot Plant,Evening,OP100,-18.4,2.1
PR20220415235,2022-04-15,HF-PATTY-BURGER-1KG,4.13,3.59,Ahmedabad Plant 1,Evening,OP181,-20.0,5.8
PR20220415236,2022-04-15,HF-PATTY-BURGER-1KG,6.38,5.25,Ahmedabad Plant 1,Evening,OP190,-19.2,4.2
PR20220415327,2022-04-15,HF-HASH-BROWN-1KG,6.24,5.02,Ahmedabad Plant 2,Night,OP120,-19.3,2.5
PR20220415816,2022-04-15,HF-POTATO-CHEESE-BALLS-500G,3.59,3.08,Ahmedabad Plant 2,Evening,OP171,-19.8,4.2
PR20220415795,2022-04-15,HF-FF-SHOESTRING-2.5KG,2.19,1.91,Ahmedabad Plant 1,Evening,OP169,-19.4,3.7
PR20220416221,2022-04-16,HF-PATTY-CUTLET-1KG,5.59,4.5,Rajkot Plant,Night,OP215,-18.9,5.5
PR20220416610,2022-04-16,HF-PATTY-ALOO-1KG,2.97,2.27,Rajkot Plant,Evening,OP170,-18.0,3.3
PR20220416829,2022-04-16,HF-HASH-BROWN-1KG,2.88,2.24,Ahmedabad Plant 2,Morning,OP150,-18.0,2.9
PR20220416230,2022-04-16,HF-PATTY-ALOO-1KG,4.0,3.02,Ahmedabad Plant 2,Morning,OP197,-19.2,4.3
PR20220416512,2022-04-16,HF-POTATO-SMILES-500G,2.58,2.13,Rajkot Plant,Night,OP235,-20.0,5.8
PR20220416517,2022-04-16,HF-PATTY-BURGER-1KG,2.02,1.72,Rajkot Plant,Morning,OP133,-18.7,2.3
PR20220416481,2022-04-16,HF-ALOO-TIKKI-1KG,3.78,2.99,Ahmedabad Plant 2,Night,OP224,-19.0,4.6
PR20220416975,2022-04-16,HF-FF-WEDGES-2.5KG,6.49,5.07,Ahmedabad Plant 1,Night,OP112,-18.6,3.2
PR20220416362,2022-04-16,HF-FF-WEDGES-2.5KG,4.18,3.68,Rajkot Plant,Night,OP199,-19.6,5.9
PR20220416288,2022-04-16,HF-FF-WEDGES-2.5KG,6.16,4.95,Ahmedabad Plant 2,Night,OP132,-18.8,4.0
PR20220417493,2022-04-17,HF-HASH-BROWN-1KG,4.5,3.86,Ahmedabad Plant 2,Morning,OP216,-18.9,3.2
PR20220417682,2022-04-17,HF-ALOO-TIKKI-1KG,6.65,5.73,Ahmedabad Plant 2,Morning,OP148,-18.8,4.7
PR20220417453,2022-04-17,HF-HASH-BROWN-1KG,2.35,1.92,Rajkot Plant,Night,OP139,-18.1,2.1
PR20220417702,2022-04-17,HF-ALOO-TIKKI-1KG,5.68,4.48,Rajkot Plant,Night,OP163,-19.5,5.6
PR20220417320,2022-04-17,HF-PATTY-CUTLET-1KG,2.84,2.4,Rajkot Plant,Night,OP222,-19.0,2.4
PR20220417985,2022-04-17,HF-HASH-BROWN-1KG,5.91,4.9,Rajkot Plant,Night,OP218,-19.0,5.7
PR20220417827,2022-04-17,HF-POTATO-SMILES-500G,5.13,4.51,Ahmedabad Plant 2,Night,OP147,-19.0,2.5
PR20220417481,2022-04-17,HF-HASH-BROWN-1KG,4.82,3.73,Ahmedabad Plant 1,Evening,OP131,-19.2,4.8
PR20220418360,2022-04-18,HF-POTATO-CHEESE-BALLS-500G,4.81,3.67,Ahmedabad Plant 1,Morning,OP233,-18.9,2.3
PR20220418987,2022-04-18,HF-PATTY-BURGER-1KG,6.09,5.19,Rajkot Plant,Morning,OP124,-19.9,2.6
PR20220418435,2022-04-18,HF-PATTY-ALOO-1KG,5.19,4.28,Rajkot Plant,Night,OP148,-19.8,4.5
PR20220418882,2022-04-18,HF-ALOO-TIKKI-1KG,2.87,2.32,Ahmedabad Plant 1,Morning,OP132,-19.3,4.8
PR20220418512,2022-04-18,HF-FF-SHOESTRING-2.5KG,7.18,5.55,Ahmedabad Plant 1,Morning,OP117,-19.9,2.2
PR20220418396,2022-04-18,HF-PATTY-BURGER-1KG,7.9,6.81,Ahmedabad Plant 1,Night,OP219,-19.3,4.9
PR20220418508,2022-04-18,HF-FF-WEDGES-2.5KG,2.44,1.84,Rajkot Plant,Night,OP117,-18.2,2.3
PR20220418911,2022-04-18,HF-PATTY-BURGER-1KG,5.28,4.11,Rajkot Plant,Night,OP158,-19.7,3.8
PR20220418973,2022-04-18,HF-FF-SHOESTRING-2.5KG,6.17,5.15,Ahmedabad Plant 2,Night,OP244,-18.6,3.0
PR20220418172,2022-04-18,HF-PATTY-ALOO-1KG,4.05,3.46,Ahmedabad Plant 2,Morning,OP104,-19.2,3.0
PR20220418309,2022-04-18,HF-POTATO-CHEESE-BALLS-500G,6.91,5.23,Rajkot Plant,Evening,OP182,-19.4,3.8
PR20220419750,2022-04-19,HF-POTATO-CHEESE-BALLS-500G,6.39,5.56,Ahmedabad Plant 2,Morning,OP108,-19.5,3.8
PR20220419705,2022-04-19,HF-ALOO-TIKKI-1KG,2.91,2.49,Rajkot Plant,Evening,OP183,-18.9,2.3
PR20220419952,2022-04-19,HF-HASH-BROWN-1KG,6.31,4.97,Ahmedabad Plant 2,Morning,OP134,-18.1,5.6
PR20220419403,2022-04-19,HF-FF-SHOESTRING-2.5KG,4.9,3.85,Ahmedabad Plant 2,Night,OP138,-19.4,5.5
PR20220419156,2022-04-19,HF-POTATO-CHEESE-BALLS-500G,2.0,1.68,Ahmedabad Plant 1,Morning,OP186,-19.5,2.8
PR20220419951,2022-04-19,HF-PATTY-ALOO-1KG,4.94,3.76,Ahmedabad Plant 1,Night,OP224,-19.5,5.4
PR20220419536,2022-04-19,HF-HASH-BROWN-1KG,2.65,2.27,Rajkot Plant,Morning,OP166,-19.5,3.4
PR20220419672,2022-04-19,HF-ALOO-TIKKI-1KG,6.14,4.61,Ahmedabad Plant 2,Morning,OP245,-19.9,4.2
PR20220419947,2022-04-19,HF-POTATO-CHEESE-BALLS-500G,5.72,4.78,Ahmedabad Plant 1,Night,OP194,-19.1,5.4
PR20220419511,2022-04-19,HF-POTATO-CHEESE-BALLS-500G,5.66,4.91,Ahmedabad Plant 1,Morning,OP121,-19.2,2.7
PR20220420774,2022-04-20,HF-PATTY-CUTLET-1KG,7.48,6.27,Ahmedabad Plant 1,Night,OP100,-19.4,5.9
PR20220420559,2022-04-20,HF-ALOO-TIKKI-1KG,2.45,1.97,Ahmedabad Plant 2,Evening,OP125,-18.5,4.5
PR20220420638,2022-04-20,HF-HASH-BROWN-1KG,6.84,5.99,Rajkot Plant,Evening,OP222,-18.9,5.1
PR20220420256,2022-04-20,HF-PATTY-BURGER-1KG,7.5,6.29,Ahmedabad Plant 1,Evening,OP163,-18.5,4.4
PR20220420914,2022-04-20,HF-PATTY-BURGER-1KG,7.82,6.87,Ahmedabad Plant 2,Evening,OP130,-19.3,5.5
PR20220420827,2022-04-20,HF-FF-WEDGES-2.5KG,3.2,2.5,Ahmedabad Plant 2,Morning,OP118,-19.9,2.5
PR20220420772,2022-04-20,HF-PATTY-ALOO-1KG,3.15,2.53,Ahmedabad Plant 2,Night,OP180,-19.2,4.4
PR20220420970,2022-04-20,HF-HASH-BROWN-1KG,3.75,3.26,Ahmedabad Plant 1,Morning,OP113,-19.8,3.6
PR20220420608,2022-04-20,HF-POTATO-SMILES-500G,4.61,3.88,Ahmedabad Plant 2,Morning,OP143,-19.3,3.5
PR20220420175,2022-04-20,HF-POTATO-SMILES-500G,4.49,3.57,Ahmedabad Plant 2,Morning,OP157,-18.5,3.8
PR20220420529,2022-04-20,HF-FF-CRINKLE-2.5KG,6.12,5.18,Rajkot Plant,Night,OP145,-19.6,3.5
PR20220420146,2022-04-20,HF-FF-WEDGES-2.5KG,6.59,4.95,Rajkot Plant,Evening,OP249,-19.0,5.2
PR20220420711,2022-04-20,HF-FF-CRINKLE-2.5KG,5.78,4.69,Rajkot Plant,Morning,OP232,-19.3,5.6
PR20220420595,2022-04-20,HF-PATTY-ALOO-1KG,5.4,4.61,Ahmedabad Plant 1,Evening,OP110,-20.0,4.8
PR20220420294,2022-04-20,HF-PATTY-BURGER-1KG,5.44,4.11,Rajkot Plant,Morning,OP175,-18.7,4.3
PR20220421381,2022-04-21,HF-POTATO-SMILES-500G,6.78,5.47,Ahmedabad Plant 2,Night,OP100,-19.9,3.1
PR20220421898,2022-04-21,HF-PATTY-BURGER-1KG,6.47,5.2,Ahmedabad Plant 2,Evening,OP106,-19.0,5.2
PR20220421554,2022-04-21,HF-POTATO-CHEESE-BALLS-500G,3.78,2.88,Ahmedabad Plant 2,Morning,OP157,-19.0,4.1
PR20220421422,2022-04-21,HF-FF-CRINKLE-2.5KG,6.78,5.94,Ahmedabad Plant 1,Night,OP220,-18.1,4.4
PR20220421523,2022-04-21,HF-PATTY-CUTLET-1KG,6.09,5.35,Ahmedabad Plant 1,Night,OP118,-19.9,4.8
PR20220421905,2022-04-21,HF-POTATO-SMILES-500G,5.13,3.96,Rajkot Plant,Morning,OP242,-18.8,4.3
PR20220421973,2022-04-21,HF-PATTY-CUTLET-1KG,6.35,5.29,Ahmedabad Plant 1,Evening,OP161,-19.4,3.7
PR20220421773,2022-04-21,HF-FF-WEDGES-2.5KG,6.37,4.9,Rajkot Plant,Night,OP188,-18.3,2.7
PR20220421180,2022-04-21,HF-PATTY-BURGER-1KG,7.35,5.59,Ahmedabad Plant 2,Evening,OP149,-19.6,2.9
PR20220421361,2022-04-21,HF-FF-SHOESTRING-2.5KG,4.81,4.18,Rajkot Plant,Morning,OP242,-19.2,2.8
PR20220421913,2022-04-21,HF-PATTY-CUTLET-1KG,3.7,3.22,Rajkot Plant,Morning,OP188,-18.9,4.3
PR20220421454,2022-04-21,HF-POTATO-CHEESE-BALLS-500G,4.76,3.8,Rajkot Plant,Morning,OP124,-18.4,4.7
PR20220422955,2022-04-22,HF-POTATO-SMILES-500G,6.31,4.96,Ahmedabad Plant 2,Evening,OP200,-19.6,5.4
PR20220422785,2022-04-22,HF-PATTY-CUTLET-1KG,7.52,5.8,Ahmedabad Plant 1,Night,OP129,-18.6,5.4
PR20220422507,2022-04-22,HF-FF-SHOESTRING-2.5KG,3.19,2.39,Rajkot Plant,Evening,OP221,-19.7,3.3
PR20220422102,2022-04-22,HF-FF-SHOESTRING-2.5KG,4.49,3.63,Ahmedabad Plant 2,Morning,OP250,-19.7,3.4
PR20220422351,2022-04-22,HF-FF-SHOESTRING-2.5KG,7.35,6.1,Rajkot Plant,Evening,OP181,-19.1,3.3
PR20220422419,2022-04-22,HF-FF-CRINKLE-2.5KG,3.46,2.88,Rajkot Plant,Evening,OP104,-18.9,5.6
PR20220422879,2022-04-22,HF-PATTY-ALOO-1KG,4.95,4.04,Rajkot Plant,Night,OP239,-18.8,5.2
PR20220422253,2022-04-22,HF-FF-WEDGES-2.5KG,4.55,3.57,Ahmedabad Plant 1,Night,OP106,-19.7,4.4
PR20220422797,2022-04-22,HF-PATTY-ALOO-1KG,5.55,4.6,Rajkot Plant,Evening,OP200,-19.4,3.3
PR20220422887,2022-04-22,HF-FF-WEDGES-2.5KG,2.2,1.88,Rajkot Plant,Night,OP110,-18.3,4.9
PR20220422344,2022-04-22,HF-POTATO-CHEESE-BALLS-500G,2.49,1.99,Ahmedabad Plant 2,Night,OP241,-18.1,4.1
PR20220422508,2022-04-22,HF-PATTY-BURGER-1KG,5.92,4.57,Rajkot Plant,Night,OP105,-18.7,5.7
PR20220422775,2022-04-22,HF-POTATO-SMILES-500G,4.65,3.97,Rajkot Plant,Night,OP103,-19.9,5.9
PR20220423501,2022-04-23,HF-PATTY-CUTLET-1KG,7.39,5.85,Ahmedabad Plant 1,Night,OP186,-19.9,5.2
PR20220423192,2022-04-23,HF-HASH-BROWN-1KG,7.02,5.28,Ahmedabad Plant 2,Night,OP211,-19.9,5.1
PR20220423826,2022-04-23,HF-ALOO-TIKKI-1KG,6.61,5.03,Ahmedabad Plant 1,Morning,OP160,-18.5,5.8
PR20220423450,2022-04-23,HF-HASH-BROWN-1KG,5.0,4.01,Ahmedabad Plant 1,Morning,OP114,-19.7,2.3
PR20220423294,2022-04-23,HF-ALOO-TIKKI-1KG,4.5,3.59,Ahmedabad Plant 2,Evening,OP167,-18.7,3.2
PR20220423970,2022-04-23,HF-FF-SHOESTRING-2.5KG,3.26,2.52,Rajkot Plant,Night,OP113,-19.3,5.7
PR20220423880,2022-04-23,HF-HASH-BROWN-1KG,5.05,3.98,Ahmedabad Plant 2,Morning,OP229,-18.3,5.3
PR20220423837,2022-04-23,HF-ALOO-TIKKI-1KG,7.83,6.23,Rajkot Plant,Evening,OP110,-18.6,4.4
PR20220423710,2022-04-23,HF-FF-WEDGES-2.5KG,6.65,5.38,Ahmedabad Plant 1,Night,OP130,-19.3,4.9
PR20220423713,2022-04-23,HF-ALOO-TIKKI-1KG,7.76,5.99,Ahmedabad Plant 1,Night,OP172,-20.0,3.6
PR20220424180,2022-04-24,HF-FF-CRINKLE-2.5KG,6.34,5.23,Ahmedabad Plant 1,Night,OP137,-19.0,4.8
PR20220424930,2022-04-24,HF-HASH-BROWN-1KG,4.37,3.35,Ahmedabad Plant 2,Morning,OP124,-19.0,4.1
PR20220424443,2022-04-24,HF-POTATO-CHEESE-BALLS-500G,3.21,2.8,Ahmedabad Plant 2,Night,OP186,-18.5,3.6
PR20220424674,2022-04-24,HF-FF-SHOESTRING-2.5KG,2.93,2.4,Ahmedabad Plant 2,Morning,OP202,-18.6,4.0
PR20220424346,2022-04-24,HF-FF-WEDGES-2.5KG,3.35,2.54,Rajkot Plant,Morning,OP128,-19.6,4.6
PR20220424708,2022-04-24,HF-HASH-BROWN-1KG,4.04,3.05,Ahmedabad Plant 1,Evening,OP216,-19.7,2.7
PR20220424917,2022-04-24,HF-FF-WEDGES-2.5KG,7.58,6.16,Ahmedabad Plant 1,Morning,OP180,-18.7,5.0
PR20220424331,2022-04-24,HF-ALOO-TIKKI-1KG,7.26,5.79,Ahmedabad Plant 2,Night,OP101,-18.8,3.7
PR20220424587,2022-04-24,HF-POTATO-SMILES-500G,7.53,6.33,Ahmedabad Plant 2,Evening,OP171,-18.5,2.7
PR20220424403,2022-04-24,HF-POTATO-SMILES-500G,3.38,2.65,Rajkot Plant,Night,OP114,-18.5,4.6
PR20220424984,2022-04-24,HF-POTATO-CHEESE-BALLS-500G,2.7,2.16,Rajkot Plant,Night,OP135,-19.3,3.2
PR20220425181,2022-04-25,HF-POTATO-SMILES-500G,2.39,1.82,Ahmedabad Plant 1,Evening,OP199,-18.3,5.3
PR20220425863,2022-04-25,HF-FF-CRINKLE-2.5KG,5.95,4.51,Rajkot Plant,Night,OP186,-18.8,3.1
PR20220425846,2022-04-25,HF-PATTY-ALOO-1KG,5.47,4.47,Rajkot Plant,Evening,OP207,-19.0,3.3
PR20220425997,2022-04-25,HF-POTATO-SMILES-500G,2.83,2.4,Ahmedabad Plant 2,Evening,OP133,-19.8,5.8
PR20220425993,2022-04-25,HF-HASH-BROWN-1KG,2.35,1.99,Ahmedabad Plant 1,Morning,OP183,-19.5,5.8
PR20220425819,2022-04-25,HF-ALOO-TIKKI-1KG,3.52,2.98,Ahmedabad Plant 2,Morning,OP193,-18.1,4.5
PR20220425337,2022-04-25,HF-FF-SHOESTRING-2.5KG,4.11,3.49,Ahmedabad Plant 1,Night,OP198,-19.7,3.5
PR20220425175,2022-04-25,HF-POTATO-CHEESE-BALLS-500G,5.15,3.94,Ahmedabad Plant 2,Morning,OP133,-18.8,3.4
PR20220425482,2022-04-25,HF-POTATO-SMILES-500G,3.1,2.69,Rajkot Plant,Evening,OP101,-18.3,4.5
PR20220425321,2022-04-25,HF-HASH-BROWN-1KG,7.34,6.38,Rajkot Plant,Evening,OP112,-19.6,2.7
PR20220425438,2022-04-25,HF-FF-SHOESTRING-2.5KG,6.9,5.42,Ahmedabad Plant 2,Morning,OP110,-19.8,4.8
PR20220426505,2022-04-26,HF-PATTY-ALOO-1KG,6.71,5.11,Ahmedabad Plant 2,Morning,OP194,-19.2,5.3
PR20220426145,2022-04-26,HF-FF-WEDGES-2.5KG,7.17,5.4,Rajkot Plant,Night,OP122,-19.9,2.2
PR20220426762,2022-04-26,HF-HASH-BROWN-1KG,5.69,4.78,Ahmedabad Plant 2,Morning,OP239,-18.2,2.2
PR20220426701,2022-04-26,HF-FF-CRINKLE-2.5KG,6.71,5.37,Ahmedabad Plant 1,Morning,OP250,-18.2,5.1
PR20220426144,2022-04-26,HF-ALOO-TIKKI-1KG,7.09,5.86,Ahmedabad Plant 1,Morning,OP115,-18.3,2.1
