date,revenue_source,product_category,revenue_inr,cogs_inr,gross_margin_inr
2022-08-02,B2C,Patties,21099.33,11604.63,9494.7
2022-08-02,B2C,Specialty,13111.27,7211.2,5900.07
2022-08-03,B2B,French Fries,1143512.22,708977.58,434534.64
2022-08-03,B2B,Patties,645461.8,400186.32,245275.48
2022-08-03,B2C,French Fries,17240.65,9482.36,7758.29
2022-08-03,B2C,Patties,17360.29,9548.16,7812.13
2022-08-03,B2C,Specialty,14592.46,8025.85,6566.61
2022-08-04,B2B,French Fries,447940.93,277723.38,170217.55
2022-08-04,B2B,Patties,376004.87,233123.02,142881.85
2022-08-04,B2B,Specialty,483854.42,299989.74,183864.68
2022-08-04,B2C,French Fries,37144.5,20429.48,16715.02
2022-08-04,B2C,Patties,29959.69,16477.83,13481.86
2022-08-04,B2C,Specialty,19253.7,10589.54,8664.16
2022-08-05,B2B,French Fries,648122.26,401835.8,246286.46
2022-08-05,B2B,Patties,595217.73,369034.99,226182.74
2022-08-05,B2B,Specialty,463380.69,287296.03,176084.66
2022-08-05,B2C,French Fries,24544.75,13499.61,11045.14
2022-08-05,B2C,Patties,27163.09,14939.7,12223.39
2022-08-05,B2C,Specialty,20001.32,11000.73,9000.59
2022-08-06,B2B,Patties,593556.8,368005.22,225551.58
2022-08-06,B2B,Specialty,466683.29,289343.64,177339.65
2022-08-06,B2C,French Fries,35539.08,19546.49,15992.59
2022-08-06,B2C,Patties,43998.42,24199.13,19799.29
2022-08-06,B2C,Specialty,35282.13,19405.17,15876.96
2022-08-07,B2B,French Fries,264367.73,163907.99,100459.74
2022-08-07,B2B,Patties,670017.61,415410.92,254606.69
2022-08-07,B2B,Specialty,299810.25,185882.36,113927.89
2022-08-07,B2C,French Fries,33016.25,18158.94,14857.31
2022-08-07,B2C,Patties,48150.74,26482.91,21667.83
2022-08-07,B2C,Specialty,31882.86,17535.57,14347.29
2022-08-08,B2B,French Fries,156429.5,96986.29,59443.21
2022-08-08,B2B,Patties,99298.5,61565.07,37733.43
2022-08-08,B2B,Specialty,436365.73,270546.75,165818.98
2022-08-08,B2C,French Fries,9568.73,5262.8,4305.93
2022-08-08,B2C,Patties,10105.3,5557.92,4547.38
2022-08-08,B2C,Specialty,9704.31,5337.37,4366.94
2022-08-09,B2B,Patties,672815.86,417145.83,255670.03
2022-08-09,B2B,Specialty,772433.01,478908.47,293524.54
2022-08-09,B2C,French Fries,33798.27,18589.05,15209.22
2022-08-09,B2C,Patties,41355.92,22745.76,18610.16
2022-08-09,B2C,Specialty,27351.22,15043.17,12308.05
2022-08-10,B2B,Patties,520278.72,322572.81,197705.91
2022-08-10,B2B,Specialty,1439505.91,892493.66,547012.25
2022-08-10,B2C,French Fries,12829.72,7056.35,5773.37
2022-08-10,B2C,Patties,11026.63,6064.65,4961.98
2022-08-10,B2C,Specialty,6739.79,3706.88,3032.91
2022-08-11,B2B,Patties,1009569.14,625932.87,383636.27
2022-08-11,B2C,French Fries,17175.47,9446.51,7728.96
2022-08-11,B2C,Patties,19993.32,10996.33,8996.99
2022-08-11,B2C,Specialty,9521.13,5236.62,4284.51
2022-08-12,B2B,French Fries,414244.26,256831.44,157412.82
2022-08-12,B2B,Specialty,985731.45,611153.5,374577.95
2022-08-12,B2C,French Fries,13804.45,7592.45,6212.0
2022-08-12,B2C,Patties,10283.07,5655.69,4627.38
2022-08-12,B2C,Specialty,4787.08,2632.89,2154.19
2022-08-13,B2B,Specialty,259398.59,160827.13,98571.46
2022-08-13,B2C,French Fries,29000.38,15950.21,13050.17
2022-08-13,B2C,Patties,35812.34,19696.79,16115.55
2022-08-13,B2C,Specialty,26896.57,14793.11,12103.46
2022-08-14,B2B,French Fries,156286.52,96897.64,59388.88
2022-08-14,B2B,Specialty,600731.2,372453.34,228277.86
2022-08-14,B2C,French Fries,30400.2,16720.11,13680.09
2022-08-14,B2C,Patties,27054.54,14880.0,12174.54
2022-08-14,B2C,Specialty,22373.29,12305.31,10067.98
2022-08-15,B2B,Patties,1072851.72,665168.07,407683.65
2022-08-15,B2B,Specialty,684608.2,424457.08,260151.12
2022-08-15,B2C,French Fries,19046.86,10475.77,8571.09
2022-08-15,B2C,Patties,12516.1,6883.86,5632.24
2022-08-15,B2C,Specialty,10041.06,5522.58,4518.48
2022-08-16,B2B,Patties,215604.02,133674.49,81929.53
2022-08-16,B2B,Specialty,215461.03,133585.84,81875.19
2022-08-16,B2C,French Fries,24559.42,13507.68,11051.74
2022-08-16,B2C,Patties,23179.25,12748.59,10430.66
2022-08-16,B2C,Specialty,14059.46,7732.7,6326.76
2022-08-17,B2B,French Fries,351508.43,217935.23,133573.2
2022-08-17,B2B,Patties,205698.64,127533.16,78165.48
2022-08-17,B2C,French Fries,40697.03,22383.37,18313.66
2022-08-17,B2C,Patties,37123.04,20417.67,16705.37
2022-08-17,B2C,Specialty,24235.43,13329.49,10905.94
2022-08-18,B2B,French Fries,1788826.26,1109072.28,679753.98
2022-08-18,B2B,Patties,876096.28,543179.69,332916.59
2022-08-18,B2B,Specialty,1205463.69,747387.49,458076.2
2022-08-18,B2C,French Fries,29400.79,16170.43,13230.36
2022-08-18,B2C,Patties,30850.36,16967.7,13882.66
2022-08-18,B2C,Specialty,18340.01,10087.01,8253.0
2022-08-19,B2B,Patties,798971.08,495362.07,303609.01
2022-08-19,B2B,Specialty,709589.58,439945.54,269644.04
2022-08-19,B2C,French Fries,24425.39,13433.96,10991.43
2022-08-19,B2C,Patties,28803.94,15842.17,12961.77
2022-08-19,B2C,Specialty,17483.92,9616.16,7867.76
2022-08-20,B2B,French Fries,251631.24,156011.37,95619.87
2022-08-20,B2B,Specialty,278551.43,172701.89,105849.54
2022-08-20,B2C,French Fries,18702.26,10286.24,8416.02
2022-08-20,B2C,Patties,22243.5,12233.93,10009.58
2022-08-20,B2C,Specialty,17058.35,9382.09,7676.26
2022-08-21,B2B,French Fries,198721.3,123207.21,75514.09
2022-08-21,B2B,Patties,330641.77,204997.9,125643.87
2022-08-21,B2C,French Fries,16125.72,8869.15,7256.57
2022-08-21,B2C,Patties,21047.75,11576.26,9471.49
2022-08-21,B2C,Specialty,14351.96,7893.58,6458.38
2022-08-22,B2B,French Fries,1126291.86,698300.95,427990.91
2022-08-22,B2B,Patties,543798.72,337155.21,206643.51
2022-08-22,B2B,Specialty,242644.47,150439.57,92204.9
2022-08-22,B2C,French Fries,26011.91,14306.55,11705.36
2022-08-22,B2C,Patties,31508.0,17329.4,14178.6
2022-08-22,B2C,Specialty,20256.31,11140.97,9115.34
2022-08-23,B2B,French Fries,1037473.28,643233.43,394239.85
2022-08-23,B2B,Patties,295488.69,183202.99,112285.7
2022-08-23,B2B,Specialty,956776.07,593201.16,363574.91
2022-08-23,B2C,French Fries,12922.79,7107.53,5815.26
2022-08-23,B2C,Patties,9537.67,5245.72,4291.95
2022-08-23,B2C,Specialty,8647.56,4756.16,3891.4
2022-08-24,B2B,French Fries,562376.97,348673.72,213703.25
2022-08-24,B2B,Patties,358458.48,222244.26,136214.22
2022-08-24,B2C,French Fries,38068.39,20937.61,17130.78
2022-08-24,B2C,Patties,30806.78,16943.73,13863.05
2022-08-24,B2C,Specialty,18378.68,10108.27,8270.41
2022-08-25,B2B,French Fries,257259.34,159500.79,97758.55
2022-08-25,B2B,Patties,871472.89,540313.19,331159.7
2022-08-25,B2B,Specialty,1305401.45,809348.9,496052.55
2022-08-25,B2C,French Fries,23285.87,12807.23,10478.64
2022-08-25,B2C,Patties,21917.04,12054.37,9862.67
2022-08-25,B2C,Specialty,21408.73,11774.8,9633.93
2022-08-26,B2B,French Fries,777132.41,481822.09,295310.32
2022-08-26,B2B,Patties,607441.69,376613.85,230827.84
2022-08-26,B2B,Specialty,1456668.95,903134.75,553534.2
2022-08-26,B2C,French Fries,32934.84,18114.16,14820.68
2022-08-26,B2C,Patties,34179.53,18798.74,15380.79
2022-08-26,B2C,Specialty,24371.52,13404.34,10967.18
2022-08-27,B2B,French Fries,1037175.08,643048.55,394126.53
2022-08-27,B2B,Patties,293670.05,182075.43,111594.62
2022-08-27,B2B,Specialty,117037.08,72562.99,44474.09
2022-08-27,B2C,French Fries,21202.63,11661.45,9541.18
2022-08-27,B2C,Patties,28526.26,15689.44,12836.82
2022-08-27,B2C,Specialty,15170.96,8344.03,6826.93
2022-08-28,B2B,French Fries,300496.12,186307.59,114188.53
2022-08-28,B2B,Patties,211907.17,131382.45,80524.72
2022-08-28,B2B,Specialty,547837.17,339659.05,208178.12
2022-08-28,B2C,French Fries,22285.94,12257.27,10028.67
2022-08-28,B2C,Patties,24803.26,13641.79,11161.47
2022-08-28,B2C,Specialty,16627.15,9144.93,7482.22
2022-08-29,B2B,Patties,1605679.44,995521.25,610158.19
2022-08-29,B2C,French Fries,18175.85,9996.72,8179.13
2022-08-29,B2C,Patties,16855.29,9270.41,7584.88
2022-08-29,B2C,Specialty,14761.43,8118.79,6642.64
2022-08-30,B2B,French Fries,340672.31,211216.83,129455.48
2022-08-30,B2B,Specialty,673359.39,417482.82,255876.57
2022-08-30,B2C,French Fries,33222.82,18272.55,14950.27
2022-08-30,B2C,Patties,37010.36,20355.7,16654.66
2022-08-30,B2C,Specialty,38071.52,20939.34,17132.18
2022-08-31,B2B,Specialty,951830.35,590134.82,361695.53
2022-08-31,B2C,French Fries,26600.47,14630.26,11970.21
2022-08-31,B2C,Patties,24608.47,13534.66,11073.81
2022-08-31,B2C,Specialty,18156.83,9986.26,8170.57
2022-09-01,B2B,French Fries,1318091.91,817216.98,500874.93
2022-09-01,B2B,Patties,561089.16,347875.28,213213.88
2022-09-01,B2C,French Fries,39351.23,21643.18,17708.05
2022-09-01,B2C,Patties,39659.9,21812.95,17846.96
2022-09-01,B2C,Specialty,26051.69,14328.43,11723.26
2022-09-02,B2B,Patties,1036146.88,642411.07,393735.81
2022-09-02,B2B,Specialty,131426.1,81484.18,49941.92
2022-09-02,B2C,French Fries,38753.84,21314.61,17439.23
2022-09-02,B2C,Patties,48637.72,26750.75,21886.97
2022-09-02,B2C,Specialty,28979.37,15938.65,13040.72
2022-09-03,B2B,Patties,436315.59,270515.67,165799.92
2022-09-03,B2B,Specialty,1582855.63,981370.49,601485.14
2022-09-03,B2C,French Fries,17699.17,9734.54,7964.63
2022-09-03,B2C,Patties,13868.26,7627.54,6240.72
2022-09-03,B2C,Specialty,10396.64,5718.15,4678.49
2022-09-04,B2B,French Fries,712940.47,442023.09,270917.38
2022-09-04,B2B,Specialty,659328.29,408783.54,250544.75
2022-09-04,B2C,French Fries,14129.45,7771.2,6358.25
2022-09-04,B2C,Patties,16579.08,9118.49,7460.59
2022-09-04,B2C,Specialty,7018.46,3860.15,3158.31
2022-09-05,B2B,French Fries,413588.75,256425.02,157163.72
2022-09-05,B2B,Patties,972824.2,603151.0,369673.2
2022-09-05,B2B,Specialty,679805.45,421479.38,258326.07
2022-09-05,B2C,French Fries,27209.47,14965.21,12244.26
2022-09-05,B2C,Patties,29127.73,16020.25,13107.48
2022-09-05,B2C,Specialty,17006.62,9353.64,7652.98
2022-09-06,B2B,French Fries,818347.93,507375.72,310972.21
2022-09-06,B2B,Patties,1281941.67,794803.84,487137.83
2022-09-06,B2B,Specialty,1161322.32,720019.84,441302.48
2022-09-06,B2C,French Fries,38331.21,21082.17,17249.04
2022-09-06,B2C,Patties,27820.57,15301.31,12519.26
2022-09-06,B2C,Specialty,22607.19,12433.95,10173.24
2022-09-07,B2C,French Fries,15541.82,8548.0,6993.82
2022-09-07,B2C,Patties,12790.54,7034.8,5755.74
2022-09-07,B2C,Specialty,8491.18,4670.15,3821.03
2022-09-08,B2B,French Fries,241363.47,149645.35,91718.12
2022-09-08,B2B,Specialty,523452.06,324540.28,198911.78
2022-09-08,B2C,French Fries,35446.64,19495.65,15950.99
2022-09-08,B2C,Patties,38831.94,21357.57,17474.37
2022-09-08,B2C,Specialty,18597.86,10228.82,8369.04
2022-09-09,B2B,French Fries,153513.58,95178.42,58335.16
2022-09-09,B2B,Specialty,839042.37,520206.27,318836.1
2022-09-09,B2C,French Fries,47426.94,26084.82,21342.12
2022-09-09,B2C,Patties,45726.04,25149.32,20576.72
2022-09-09,B2C,Specialty,27617.24,15189.48,12427.76
2022-09-10,B2B,French Fries,113750.42,70525.26,43225.16
2022-09-10,B2B,Specialty,788331.0,488765.22,299565.78
2022-09-10,B2C,French Fries,31398.9,17269.4,14129.5
2022-09-10,B2C,Patties,30506.42,16778.53,13727.89
2022-09-10,B2C,Specialty,16287.56,8958.16,7329.4
2022-09-11,B2B,Patties,373122.49,231335.94,141786.55
2022-09-11,B2B,Specialty,1222980.37,758247.83,464732.54
2022-09-11,B2C,French Fries,30266.65,16646.66,13619.99
2022-09-11,B2C,Patties,30312.98,16672.14,13640.84
2022-09-11,B2C,Specialty,20815.63,11448.6,9367.03
2022-09-12,B2B,French Fries,240464.11,149087.75,91376.36
2022-09-12,B2B,Specialty,197397.15,122386.23,75010.92
2022-09-12,B2C,French Fries,18837.83,10360.81,8477.02
2022-09-12,B2C,Patties,13589.79,7474.38,6115.41
2022-09-12,B2C,Specialty,12094.36,6651.9,5442.46
2022-09-13,B2B,French Fries,351260.48,217781.5,133478.98
2022-09-13,B2C,French Fries,23177.53,12747.64,10429.89
2022-09-13,B2C,Patties,24423.46,13432.9,10990.56
2022-09-13,B2C,Specialty,11896.45,6543.05,5353.4
2022-09-14,B2B,French Fries,300190.23,186117.94,114072.29
2022-09-14,B2B,Specialty,1070564.41,663749.93,406814.48
2022-09-14,B2C,French Fries,9729.06,5350.98,4378.08
2022-09-14,B2C,Patties,15514.81,8533.15,6981.66
2022-09-14,B2C,Specialty,10520.59,5786.32,4734.27
2022-09-15,B2B,French Fries,191831.88,118935.77,72896.11
2022-09-15,B2B,Specialty,505007.7,313104.77,191902.93
2022-09-15,B2C,French Fries,17886.89,9837.79,8049.1
2022-09-15,B2C,Patties,11694.65,6432.06,5262.59
2022-09-15,B2C,Specialty,12686.99,6977.84,5709.15
2022-09-16,B2B,French Fries,494356.75,306501.18,187855.56
2022-09-16,B2B,Patties,80276.29,49771.3,30504.99
2022-09-16,B2B,Specialty,844503.85,523592.39,320911.46
2022-09-16,B2C,French Fries,25339.5,13936.73,11402.78
2022-09-16,B2C,Patties,14298.94,7864.42,6434.52
2022-09-16,B2C,Specialty,9662.11,5314.16,4347.95
2022-09-17,B2B,French Fries,79272.68,49149.06,30123.62
2022-09-17,B2B,Patties,1238687.93,767986.52,470701.41
2022-09-17,B2B,Specialty,992814.87,615545.22,377269.65
2022-09-17,B2C,French Fries,41787.96,22983.38,18804.58
2022-09-17,B2C,Patties,36848.09,20266.45,16581.64
2022-09-17,B2C,Specialty,18294.18,10061.8,8232.38
2022-09-18,B2B,French Fries,163191.77,101178.9,62012.87
2022-09-18,B2B,Specialty,827774.67,513220.3,314554.37
2022-09-18,B2C,French Fries,17966.23,9881.43,8084.8
2022-09-18,B2C,Patties,17210.04,9465.52,7744.52
2022-09-18,B2C,Specialty,13000.11,7150.06,5850.05
2022-09-19,B2B,French Fries,444693.99,275710.27,168983.72
2022-09-19,B2B,Patties,640770.84,397277.92,243492.92
2022-09-19,B2C,French Fries,13773.08,7575.19,6197.89
2022-09-19,B2C,Patties,12404.89,6822.69,5582.2
2022-09-19,B2C,Specialty,5655.01,3110.26,2544.75
2022-09-20,B2B,French Fries,565179.09,350411.04,214768.05
2022-09-20,B2B,Patties,154149.37,95572.61,58576.76
2022-09-20,B2C,French Fries,33114.87,18213.18,14901.69
2022-09-20,B2C,Patties,22765.92,12521.26,10244.66
2022-09-20,B2C,Specialty,16834.21,9258.82,7575.39
2022-09-21,B2C,French Fries,35568.73,19562.8,16005.93
2022-09-21,B2C,Patties,38226.15,21024.38,17201.77
2022-09-21,B2C,Specialty,28573.0,15715.15,12857.85
2022-09-22,B2B,French Fries,1087804.61,674438.86,413365.75
2022-09-22,B2B,Patties,941631.22,583811.36,357819.86
2022-09-22,B2B,Specialty,912807.64,565940.74,346866.9
2022-09-22,B2C,French Fries,13287.05,7307.88,5979.17
2022-09-22,B2C,Patties,15718.74,8645.31,7073.43
2022-09-22,B2C,Specialty,10528.5,5790.68,4737.82
2022-09-23,B2B,French Fries,314655.25,195086.26,119569.0
2022-09-23,B2B,Patties,1159542.95,718916.63,440626.32
2022-09-23,B2B,Specialty,97709.23,60579.72,37129.51
2022-09-23,B2C,French Fries,12107.65,6659.21,5448.44
2022-09-23,B2C,Patties,14660.16,8063.09,6597.07
2022-09-23,B2C,Specialty,13461.9,7404.04,6057.85
2022-09-24,B2B,French Fries,809288.85,501759.09,307529.76
2022-09-24,B2C,French Fries,37363.51,20549.93,16813.58
2022-09-24,B2C,Patties,35738.7,19656.28,16082.41
2022-09-24,B2C,Specialty,33973.95,18685.67,15288.28
2022-09-25,B2B,French Fries,547204.11,339266.55,207937.56
2022-09-25,B2B,Specialty,300854.34,186529.69,114324.65
2022-09-25,B2C,French Fries,39474.84,21711.16,17763.68
2022-09-25,B2C,Patties,55135.21,30324.37,24810.84
2022-09-25,B2C,Specialty,26846.54,14765.6,12080.94
2022-09-26,B2B,Specialty,321119.78,199094.26,122025.52
2022-09-26,B2C,French Fries,22994.06,12646.73,10347.33
2022-09-26,B2C,Patties,15431.28,8487.2,6944.08
2022-09-26,B2C,Specialty,8925.18,4908.85,4016.33
2022-09-27,B2B,French Fries,980309.92,607792.15,372517.77
2022-09-27,B2B,Patties,775463.99,480787.67,294676.32
2022-09-27,B2B,Specialty,1375626.44,852888.39,522738.05
2022-09-27,B2C,French Fries,37676.11,20721.86,16954.25
2022-09-27,B2C,Patties,33448.69,18396.78,15051.91
2022-09-27,B2C,Specialty,21043.53,11573.94,9469.59
2022-09-28,B2B,Patties,559983.92,347190.03,212793.89
2022-09-28,B2B,Specialty,260941.8,161783.92,99157.88
2022-09-28,B2C,French Fries,44177.37,24297.55,19879.82
2022-09-28,B2C,Patties,48929.97,26911.48,22018.49
2022-09-28,B2C,Specialty,29823.16,16402.74,13420.42
2022-09-29,B2B,French Fries,338312.52,209753.76,128558.76
2022-09-29,B2B,Patties,2370493.75,1469706.12,900787.62
2022-09-29,B2C,French Fries,38957.58,21426.67,17530.91
2022-09-29,B2C,Patties,28381.01,15609.56,12771.45
2022-09-29,B2C,Specialty,28316.52,15574.09,12742.43
2022-09-30,B2B,Patties,361374.19,224052.0,137322.19
2022-09-30,B2B,Specialty,645520.41,400222.65,245297.76
2022-09-30,B2C,French Fries,23558.49,12957.17,10601.32
2022-09-30,B2C,Patties,26455.42,14550.48,11904.94
2022-09-30,B2C,Specialty,19859.7,10922.84,8936.87
2022-10-01,B2B,Patties,440691.3,273228.61,167462.69
2022-10-01,B2B,Specialty,178788.64,110848.96,67939.68
2022-10-01,B2C,French Fries,20456.4,11251.02,9205.38
2022-10-01,B2C,Patties,21285.5,11707.03,9578.47
2022-10-01,B2C,Specialty,21601.78,11880.98,9720.8
2022-10-02,B2B,French Fries,629709.32,390419.78,239289.54
2022-10-02,B2B,Specialty,93073.08,57705.31,35367.77
2022-10-02,B2C,French Fries,25398.8,13969.34,11429.46
2022-10-02,B2C,Patties,29500.45,16225.25,13275.2
2022-10-02,B2C,Specialty,14385.82,7912.2,6473.62
2022-10-03,B2B,French Fries,1255597.38,778470.38,477127.0
2022-10-03,B2B,Specialty,2143484.23,1328960.22,814524.01
2022-10-03,B2C,French Fries,12958.65,7127.26,5831.39
2022-10-03,B2C,Patties,15084.02,8296.21,6787.81
2022-10-03,B2C,Specialty,3515.08,1933.29,1581.79
2022-10-04,B2B,French Fries,581903.25,360780.02,221123.24
2022-10-04,B2C,French Fries,20643.52,11353.94,9289.58
2022-10-04,B2C,Patties,17366.05,9551.33,7814.72
2022-10-04,B2C,Specialty,20871.77,11479.47,9392.3
2022-10-05,B2B,Patties,630188.81,390717.06,239471.75
2022-10-05,B2B,Specialty,706187.42,437836.2,268351.22
2022-10-05,B2C,French Fries,33440.32,18392.18,15048.14
2022-10-05,B2C,Patties,44663.13,24564.72,20098.41
2022-10-05,B2C,Specialty,19711.85,10841.52,8870.33
2022-10-06,B2B,French Fries,753002.9,466861.8,286141.1
2022-10-06,B2B,Specialty,1211535.3,751151.89,460383.41
2022-10-06,B2C,French Fries,27207.18,14963.95,12243.23
2022-10-06,B2C,Patties,19205.57,10563.06,8642.51
2022-10-06,B2C,Specialty,14946.59,8220.62,6725.97
2022-10-07,B2B,Specialty,996762.68,617992.86,378769.82
2022-10-07,B2C,French Fries,39379.19,21658.55,17720.64
2022-10-07,B2C,Patties,30946.89,17020.79,13926.1
2022-10-07,B2C,Specialty,34491.79,18970.48,15521.31
2022-10-08,B2B,French Fries,1076734.85,667575.61,409159.24
2022-10-08,B2B,Specialty,528490.53,327664.13,200826.4
2022-10-08,B2C,French Fries,30435.12,16739.32,13695.8
2022-10-08,B2C,Patties,26629.52,14646.24,11983.28
2022-10-08,B2C,Specialty,18642.25,10253.24,8389.01
2022-10-09,B2B,French Fries,110779.68,68683.4,42096.28
2022-10-09,B2B,Patties,282857.6,175371.71,107485.89
2022-10-09,B2C,French Fries,28891.99,15890.59,13001.4
2022-10-09,B2C,Patties,43312.55,23821.9,19490.65
2022-10-09,B2C,Specialty,31867.95,17527.37,14340.58
2022-10-10,B2B,Patties,572099.86,354701.91,217397.95
2022-10-10,B2C,French Fries,42607.1,23433.91,19173.2
2022-10-10,B2C,Patties,36747.19,20210.95,16536.24
2022-10-10,B2C,Specialty,28467.63,15657.2,12810.43
2022-10-11,B2B,Patties,1592437.78,987311.42,605126.36
2022-10-11,B2B,Specialty,646543.2,400856.78,245686.42
2022-10-11,B2C,French Fries,14245.85,7835.22,6410.63
2022-10-11,B2C,Patties,10890.73,5989.9,4900.83
2022-10-11,B2C,Specialty,5223.48,2872.91,2350.57
2022-10-12,B2B,French Fries,836515.42,518639.56,317875.86
2022-10-12,B2C,French Fries,26571.99,14614.59,11957.4
2022-10-12,B2C,Patties,25157.9,13836.84,11321.05
2022-10-12,B2C,Specialty,18928.27,10410.55,8517.72
2022-10-13,B2B,French Fries,458967.44,284559.81,174407.63
2022-10-13,B2C,French Fries,28115.07,15463.29,12651.78
2022-10-13,B2C,Patties,25359.77,13947.87,11411.9
2022-10-13,B2C,Specialty,19300.81,10615.45,8685.36
2022-10-14,B2B,Patties,124201.16,77004.72,47196.44
2022-10-14,B2B,Specialty,945893.83,586454.17,359439.66
2022-10-14,B2C,French Fries,46403.01,25521.66,20881.35
2022-10-14,B2C,Patties,42028.51,23115.68,18912.83
2022-10-14,B2C,Specialty,28838.92,15861.41,12977.51
2022-10-15,B2B,French Fries,950651.23,589403.76,361247.47
2022-10-15,B2B,Patties,154247.62,95633.52,58614.1
2022-10-15,B2B,Specialty,443318.1,274857.22,168460.88
2022-10-15,B2C,French Fries,39212.27,21566.75,17645.52
2022-10-15,B2C,Patties,25971.25,14284.19,11687.06
2022-10-15,B2C,Specialty,16681.11,9174.61,7506.5
2022-10-16,B2B,French Fries,223215.65,138393.7,84821.95
2022-10-16,B2B,Specialty,1530555.0,948944.1,581610.9
2022-10-16,B2C,French Fries,37626.16,20694.39,16931.77
2022-10-16,B2C,Patties,36918.05,20304.93,16613.12
2022-10-16,B2C,Specialty,27341.11,15037.61,12303.5
2022-10-17,B2B,Patties,439042.16,272206.14,166836.02
2022-10-17,B2B,Specialty,1712413.39,1061696.3,650717.09
2022-10-17,B2C,French Fries,19691.04,10830.07,8860.97
2022-10-17,B2C,Patties,15100.25,8305.14,6795.11
2022-10-17,B2C,Specialty,9022.85,4962.57,4060.28
2022-10-18,B2B,French Fries,1386786.55,859807.66,526978.89
2022-10-18,B2B,Patties,227780.97,141224.2,86556.77
2022-10-18,B2C,French Fries,31477.2,17312.46,14164.74
2022-10-18,B2C,Patties,29903.56,16446.96,13456.6
2022-10-18,B2C,Specialty,15463.25,8504.79,6958.46
2022-10-19,B2B,French Fries,720030.11,446418.67,273611.44
2022-10-19,B2B,Specialty,1251271.83,775788.53,475483.3
2022-10-19,B2C,French Fries,38734.02,21303.71,17430.31
2022-10-19,B2C,Patties,35759.63,19667.8,16091.83
2022-10-19,B2C,Specialty,19598.64,10779.25,8819.39
2022-10-20,B2B,French Fries,231425.55,143483.84,87941.71
2022-10-20,B2B,Patties,517165.59,320642.67,196522.92
2022-10-20,B2B,Specialty,397413.82,246396.57,151017.25
2022-10-20,B2C,French Fries,41115.04,22613.27,18501.77
2022-10-20,B2C,Patties,46935.06,25814.28,21120.78
2022-10-20,B2C,Specialty,22314.35,12272.89,10041.46
2022-10-21,B2B,French Fries,185361.73,114924.27,70437.46
2022-10-21,B2B,Specialty,430281.76,266774.69,163507.07
2022-10-21,B2C,French Fries,17490.3,9619.67,7870.63
2022-10-21,B2C,Patties,18865.74,10376.16,8489.58
2022-10-21,B2C,Specialty,8802.74,4841.51,3961.23
2022-10-22,B2B,Patties,478641.6,296757.79,181883.81
2022-10-22,B2B,Specialty,1199970.71,743981.84,455988.87
2022-10-22,B2C,French Fries,49815.07,27398.29,22416.78
2022-10-22,B2C,Patties,36876.48,20282.06,16594.42
2022-10-22,B2C,Specialty,24780.69,13629.38,11151.31
2022-10-23,B2B,Patties,807957.71,500933.78,307023.93
2022-10-23,B2B,Specialty,1014662.45,629090.72,385571.73
2022-10-23,B2C,French Fries,31385.43,17261.99,14123.44
2022-10-23,B2C,Patties,22984.57,12641.51,10343.06
2022-10-23,B2C,Specialty,19672.94,10820.12,8852.82
2022-10-24,B2B,Patties,574516.4,356200.17,218316.23
2022-10-24,B2B,Specialty,199461.56,123666.17,75795.39
2022-10-24,B2C,French Fries,8998.93,4949.41,4049.52
2022-10-24,B2C,Patties,14020.03,7711.02,6309.01
2022-10-24,B2C,Specialty,8723.81,4798.1,3925.71
2022-10-25,B2B,French Fries,630266.09,390764.98,239501.11
2022-10-25,B2B,Patties,719840.33,446301.0,273539.33
2022-10-25,B2C,French Fries,46042.55,25323.4,20719.15
2022-10-25,B2C,Patties,41439.05,22791.48,18647.57
2022-10-25,B2C,Specialty,19984.89,10991.69,8993.2
2022-10-26,B2B,French Fries,680620.76,421984.87,258635.89
2022-10-26,B2B,Patties,259752.71,161046.68,98706.03
2022-10-26,B2B,Specialty,1533999.39,951079.62,582919.77
2022-10-26,B2C,French Fries,31615.76,17388.67,14227.09
2022-10-26,B2C,Patties,34707.29,19089.01,15618.28
2022-10-26,B2C,Specialty,21524.43,11838.44,9685.99
2022-10-27,B2B,French Fries,907237.74,562487.4,344750.34
2022-10-27,B2B,Patties,485796.24,301193.67,184602.57
2022-10-27,B2B,Specialty,480971.42,298202.28,182769.14
2022-10-27,B2C,French Fries,21654.14,11909.78,9744.36
2022-10-27,B2C,Patties,23243.25,12783.79,10459.46
2022-10-27,B2C,Specialty,9062.27,4984.25,4078.02
2022-10-28,B2B,French Fries,374425.1,232143.56,142281.54
2022-10-28,B2B,Specialty,160702.0,99635.24,61066.76
2022-10-28,B2C,French Fries,14409.23,7925.08,6484.15
2022-10-28,B2C,Patties,15829.99,8706.49,7123.5
2022-10-28,B2C,Specialty,12771.83,7024.51,5747.32
2022-10-29,B2B,Patties,378829.83,234874.49,143955.34
2022-10-29,B2B,Specialty,554673.77,343897.74,210776.03
2022-10-29,B2C,French Fries,15303.97,8417.18,6886.79
2022-10-29,B2C,Patties,13195.65,7257.61,5938.04
2022-10-29,B2C,Specialty,6818.63,3750.25,3068.38
2022-10-30,B2B,French Fries,1050073.76,651045.73,399028.03
2022-10-30,B2B,Patties,311267.22,192985.68,118281.54
2022-10-30,B2B,Specialty,615315.62,381495.68,233819.94
2022-10-30,B2C,French Fries,40489.84,22269.41,18220.43
2022-10-30,B2C,Patties,44262.57,24344.41,19918.16
