order_id,customer_id,order_date,product_sku,quantity_kg,unit_price_inr,total_value_inr,delivery_date,payment_status,invoice_number,payment_terms
ORD00000617,C00035,2022-12-16,HF-POTATO-SMILES-500G,1813.77,160.17,290511.54,2022-12-19,Paid,INV120752,Net 90
ORD00000618,C00035,2022-02-16,HF-PATTY-CUTLET-1KG,919.98,176.0,161916.48,2022-03-01,Paid,INV673966,Net 90
ORD00000619,C00035,2023-03-11,HF-FF-SHOESTRING-2.5KG,1058.57,160.03,169402.96,2023-03-25,Pending,INV920371,Net 90
ORD00000620,C00035,2022-04-16,HF-PATTY-CUTLET-1KG,3358.05,161.88,543601.13,2022-04-30,Paid,INV297047,Net 90
ORD00000621,C00036,2024-02-26,HF-PATTY-CUTLET-1KG,2450.06,142.94,350211.58,2024-03-03,Paid,INV966523,Net 90
ORD00000622,C00036,2023-09-14,HF-PATTY-ALOO-1KG,4899.46,169.03,828155.72,2023-09-20,Pending,INV613159,Net 90
ORD00000623,C00036,2022-08-17,HF-FF-CRINKLE-2.5KG,2684.5,130.94,351508.43,2022-08-20,Paid,INV464113,Net 90
ORD00000624,C00036,2022-06-10,HF-FF-CRINKLE-2.5KG,4507.49,158.92,716330.31,2022-06-17,Paid,INV934170,Net 90
ORD00000625,C00036,2023-07-27,HF-FF-CRINKLE-2.5KG,1110.98,130.99,145527.27,2023-08-07,Delayed,INV386841,Net 90
ORD00000626,C00036,2023-04-28,HF-FF-CRINKLE-2.5KG,2933.69,150.22,440698.91,2023-05-13,Paid,INV442045,Net 90
ORD00000627,C00036,2024-01-18,HF-POTATO-SMILES-500G,2341.77,145.61,340985.13,2024-01-31,Paid,INV865516,Net 90
ORD00000628,C00036,2024-06-18,HF-ALOO-TIKKI-1KG,1274.91,135.33,172533.57,2024-07-02,Paid,INV562813,Net 90
ORD00000629,C00036,2024-09-15,HF-HASH-BROWN-1KG,2717.19,123.82,336442.47,2024-09-18,Paid,INV551259,Net 90
ORD00000630,C00037,2022-12-20,HF-POTATO-CHEESE-BALLS-500G,2087.07,132.62,276787.22,2023-01-01,Pending,INV699811,Net 90
ORD00000631,C00037,2024-06-16,HF-ALOO-TIKKI-1KG,1285.92,128.8,165626.5,2024-06-30,Paid,INV305535,Net 90
ORD00000632,C00037,2023-03-23,HF-PATTY-CUTLET-1KG,1130.85,129.63,146592.09,2023-04-03,Paid,INV474654,Net 90
ORD00000633,C00037,2023-10-29,HF-POTATO-SMILES-500G,2183.6,126.09,275330.12,2023-11-06,Paid,INV458462,Net 90
ORD00000634,C00037,2022-05-25,HF-ALOO-TIKKI-1KG,4536.69,149.87,679913.73,2022-06-01,Paid,INV850452,Net 90
ORD00000635,C00037,2024-06-12,HF-POTATO-CHEESE-BALLS-500G,2771.49,132.67,367693.58,2024-06-27,Paid,INV193454,Net 90
ORD00000636,C00037,2022-01-22,HF-HASH-BROWN-1KG,4402.2,169.69,747009.32,2022-01-29,Delayed,INV420777,Net 90
ORD00000637,C00037,2024-01-24,HF-POTATO-SMILES-500G,654.11,163.94,107234.79,2024-02-03,Paid,INV919419,Net 90
ORD00000638,C00038,2023-03-28,HF-POTATO-CHEESE-BALLS-500G,1329.21,153.34,203821.06,2023-04-03,Paid,INV168063,Net 45
ORD00000639,C00038,2024-12-25,HF-PATTY-BURGER-1KG,4417.33,176.04,777626.77,2024-12-31,Pending,INV657629,Net 45
ORD00000640,C00038,2023-08-20,HF-HASH-BROWN-1KG,1330.04,176.37,234579.15,2023-08-31,Paid,INV937893,Net 45
ORD00000641,C00038,2024-12-09,HF-POTATO-CHEESE-BALLS-500G,813.12,174.56,141938.23,2024-12-20,Paid,INV104750,Net 45
ORD00000642,C00038,2023-02-22,HF-POTATO-CHEESE-BALLS-500G,3975.47,174.83,695031.42,2023-03-04,Paid,INV916534,Net 45
ORD00000643,C00038,2023-10-21,HF-PATTY-ALOO-1KG,2147.66,176.45,378954.61,2023-10-31,Pending,INV958111,Net 45
ORD00000644,C00038,2023-06-30,HF-PATTY-BURGER-1KG,4183.33,139.7,584411.2,2023-07-08,Paid,INV155605,Net 45
ORD00000645,C00038,2024-01-16,HF-HASH-BROWN-1KG,2025.2,141.43,286424.04,2024-01-25,Paid,INV419454,Net 45
ORD00000646,C00039,2022-10-29,HF-POTATO-SMILES-500G,3149.54,130.91,412306.28,2022-11-03,Paid,INV976012,Net 30
ORD00000647,C00039,2024-09-28,HF-FF-WEDGES-2.5KG,2450.75,124.06,304040.04,2024-10-07,Paid,INV668928,Net 30
ORD00000648,C00039,2022-05-17,HF-FF-WEDGES-2.5KG,2112.42,160.0,337987.2,2022-05-29,Partial,INV804631,Net 30
ORD00000649,C00039,2023-10-13,HF-POTATO-CHEESE-BALLS-500G,3152.61,138.99,438181.26,2023-10-23,Pending,INV421148,Net 30
ORD00000650,C00039,2022-10-20,HF-FF-WEDGES-2.5KG,1657.42,139.63,231425.55,2022-10-25,Paid,INV283974,Net 30
ORD00000651,C00039,2023-12-31,HF-FF-CRINKLE-2.5KG,812.96,135.45,110115.43,2024-01-03,Pending,INV332506,Net 30
ORD00000652,C00039,2023-09-17,HF-POTATO-CHEESE-BALLS-500G,3686.23,130.72,481863.99,2023-09-29,Paid,INV823377,Net 30
ORD00000653,C00039,2023-03-12,HF-FF-WEDGES-2.5KG,1122.04,170.76,191599.55,2023-03-17,Paid,INV918759,Net 30
ORD00000654,C00039,2023-11-29,HF-FF-SHOESTRING-2.5KG,1564.49,135.07,211315.66,2023-12-04,Pending,INV221572,Net 30
ORD00000655,C00039,2023-05-12,HF-POTATO-CHEESE-BALLS-500G,2583.67,148.31,383184.1,2023-05-27,Paid,INV969764,Net 30
ORD00000656,C00039,2024-06-27,HF-PATTY-CUTLET-1KG,1337.91,153.37,205195.26,2024-07-09,Paid,INV780033,Net 30
ORD00000657,C00039,2022-01-18,HF-FF-CRINKLE-2.5KG,3630.84,149.07,541249.32,2022-01-26,Partial,INV125076,Net 30
ORD00000658,C00039,2023-10-14,HF-ALOO-TIKKI-1KG,4529.46,179.5,813038.07,2023-10-17,Paid,INV819869,Net 30
ORD00000659,C00039,2024-09-15,HF-FF-WEDGES-2.5KG,2878.75,178.36,513453.85,2024-09-25,Delayed,INV417469,Net 30
ORD00000660,C00039,2022-04-23,HF-ALOO-TIKKI-1KG,3409.2,151.73,517277.92,2022-04-28,Delayed,INV664940,Net 30
ORD00000661,C00039,2022-12-11,HF-PATTY-ALOO-1KG,4415.11,177.99,785845.43,2022-12-23,Paid,INV278819,Net 30
ORD00000662,C00039,2023-05-17,HF-FF-SHOESTRING-2.5KG,4995.54,165.55,827011.65,2023-05-22,Paid,INV218424,Net 30
ORD00000663,C00039,2023-08-03,HF-ALOO-TIKKI-1KG,2683.85,137.76,369727.18,2023-08-11,Paid,INV244372,Net 30
ORD00000664,C00039,2024-07-07,HF-POTATO-CHEESE-BALLS-500G,3010.91,166.65,501768.15,2024-07-14,Paid,INV749107,Net 30
ORD00000665,C00039,2024-09-15,HF-FF-WEDGES-2.5KG,620.71,136.06,84453.8,2024-09-23,Pending,INV319235,Net 30
ORD00000666,C00039,2024-05-09,HF-HASH-BROWN-1KG,2095.72,166.8,349566.1,2024-05-13,Paid,INV555224,Net 30
ORD00000667,C00039,2022-09-17,HF-ALOO-TIKKI-1KG,3260.98,145.54,474603.03,2022-09-28,Delayed,INV127116,Net 30
ORD00000668,C00039,2024-04-14,HF-HASH-BROWN-1KG,4636.7,152.29,706123.04,2024-04-26,Paid,INV342386,Net 30
ORD00000669,C00039,2022-06-23,HF-FF-SHOESTRING-2.5KG,3757.6,159.33,598698.41,2022-06-29,Paid,INV702559,Net 30
ORD00000670,C00039,2024-12-09,HF-POTATO-CHEESE-BALLS-500G,4363.29,168.74,736261.55,2024-12-19,Partial,INV534867,Net 30
ORD00000671,C00039,2022-10-06,HF-POTATO-SMILES-500G,4950.64,142.75,706703.86,2022-10-20,Pending,INV725444,Net 30
ORD00000672,C00039,2022-09-23,HF-FF-CRINKLE-2.5KG,1241.92,165.59,205649.53,2022-09-28,Paid,INV175838,Net 30
ORD00000673,C00039,2024-08-25,HF-PATTY-ALOO-1KG,4436.21,123.26,546807.24,2024-08-30,Paid,INV347232,Net 30
ORD00000674,C00039,2023-07-17,HF-PATTY-BURGER-1KG,1997.94,168.43,336513.03,2023-07-23,Paid,INV208531,Net 30
ORD00000675,C00040,2022-12-05,HF-HASH-BROWN-1KG,3575.46,165.32,591095.05,2022-12-08,Delayed,INV265324,Net 60
ORD00000676,C00040,2023-10-15,HF-PATTY-CUTLET-1KG,2944.4,142.91,420784.2,2023-10-30,Paid,INV887099,Net 60
ORD00000677,C00040,2022-02-11,HF-POTATO-CHEESE-BALLS-500G,4151.26,153.27,636263.62,2022-02-15,Paid,INV579853,Net 60
ORD00000678,C00040,2022-06-16,HF-FF-SHOESTRING-2.5KG,2817.57,164.09,462335.06,2022-06-30,Paid,INV829730,Net 60
ORD00000679,C00040,2022-02-17,HF-PATTY-CUTLET-1KG,1358.9,155.16,210846.92,2022-03-04,Pending,INV836443,Net 60
ORD00000680,C00040,2023-07-01,HF-ALOO-TIKKI-1KG,1869.87,121.29,226796.53,2023-07-08,Paid,INV215427,Net 60
ORD00000681,C00040,2023-01-20,HF-POTATO-SMILES-500G,3869.91,148.48,574604.24,2023-02-03,Paid,INV336784,Net 60
ORD00000682,C00040,2024-07-26,HF-FF-WEDGES-2.5KG,4564.61,150.01,684737.15,2024-08-02,Paid,INV214800,Net 60
ORD00000683,C00040,2023-11-05,HF-PATTY-ALOO-1KG,545.85,144.52,78886.24,2023-11-11,Pending,INV357969,Net 60
ORD00000684,C00040,2022-05-05,HF-PATTY-ALOO-1KG,1269.83,175.26,222550.41,2022-05-11,Paid,INV706313,Net 60
ORD00000685,C00040,2024-05-19,HF-HASH-BROWN-1KG,2506.1,150.64,377518.9,2024-06-03,Delayed,INV844391,Net 60
ORD00000686,C00040,2024-09-24,HF-HASH-BROWN-1KG,2144.73,151.33,324561.99,2024-10-02,Paid,INV287403,Net 60
ORD00000687,C00040,2023-11-16,HF-HASH-BROWN-1KG,872.56,147.52,128720.05,2023-11-24,Delayed,INV639708,Net 60
ORD00000688,C00040,2022-01-29,HF-FF-CRINKLE-2.5KG,3485.49,142.34,496124.65,2022-02-03,Paid,INV934968,Net 60
ORD00000689,C00040,2023-04-20,HF-FF-SHOESTRING-2.5KG,2267.0,170.25,385956.75,2023-05-02,Paid,INV430909,Net 60
ORD00000690,C00040,2022-11-13,HF-POTATO-SMILES-500G,2914.82,155.26,452554.95,2022-11-27,Paid,INV359929,Net 60
ORD00000691,C00040,2023-02-24,HF-HASH-BROWN-1KG,1835.67,148.98,273478.12,2023-02-28,Pending,INV279062,Net 60
ORD00000692,C00040,2023-08-12,HF-PATTY-BURGER-1KG,742.82,145.82,108318.01,2023-08-27,Paid,INV387997,Net 60
ORD00000693,C00040,2022-06-29,HF-FF-CRINKLE-2.5KG,4112.13,129.69,533302.14,2022-07-03,Paid,INV613472,Net 60
ORD00000694,C00040,2024-03-19,HF-FF-WEDGES-2.5KG,3940.15,142.45,561274.37,2024-03-27,Pending,INV312141,Net 60
ORD00000695,C00040,2023-01-14,HF-PATTY-CUTLET-1KG,621.78,177.19,110173.2,2023-01-23,Pending,INV834647,Net 60
ORD00000696,C00040,2023-03-08,HF-HASH-BROWN-1KG,1316.11,140.09,184373.85,2023-03-15,Paid,INV130517,Net 60
ORD00000697,C00040,2022-06-17,HF-PATTY-BURGER-1KG,2663.28,176.97,471320.66,2022-06-23,Paid,INV933936,Net 60
ORD00000698,C00040,2024-10-14,HF-FF-WEDGES-2.5KG,3115.25,174.32,543050.38,2024-10-19,Paid,INV932874,Net 60
ORD00000699,C00040,2022-12-17,HF-FF-CRINKLE-2.5KG,3040.09,132.32,402264.71,2022-12-26,Paid,INV359806,Net 60
ORD00000700,C00040,2024-11-02,HF-POTATO-SMILES-500G,3039.67,126.03,383089.61,2024-11-09,Delayed,INV742666,Net 60
ORD00000701,C00040,2022-02-28,HF-PATTY-ALOO-1KG,1026.77,126.94,130338.18,2022-03-04,Paid,INV366191,Net 60
ORD00000702,C00040,2024-07-10,HF-PATTY-ALOO-1KG,555.14,129.08,71657.47,2024-07-22,Paid,INV317095,Net 60
ORD00000703,C00041,2022-12-23,HF-PATTY-ALOO-1KG,2088.4,92.88,193970.59,2023-01-06,Paid,INV874881,Net 90
ORD00000704,C00041,2024-03-26,HF-ALOO-TIKKI-1KG,527.73,94.49,49865.21,2024-03-31,Pending,INV589662,Net 90
ORD00000705,C00041,2024-09-24,HF-PATTY-BURGER-1KG,4712.26,111.03,523202.23,2024-09-30,Paid,INV405894,Net 90
ORD00000706,C00041,2022-12-05,HF-PATTY-CUTLET-1KG,2457.61,109.49,269083.72,2022-12-16,Paid,INV316341,Net 90
ORD00000707,C00041,2024-05-28,HF-HASH-BROWN-1KG,2996.64,94.31,282613.12,2024-05-31,Pending,INV350094,Net 90
ORD00000708,C00041,2022-12-07,HF-PATTY-CUTLET-1KG,3131.4,123.37,386320.82,2022-12-10,Delayed,INV290838,Net 90
ORD00000709,C00041,2022-10-29,HF-PATTY-CUTLET-1KG,3022.9,125.32,378829.83,2022-11-07,Delayed,INV818780,Net 90
ORD00000710,C00041,2024-07-10,HF-HASH-BROWN-1KG,1122.04,123.04,138055.8,2024-07-20,Partial,INV109574,Net 90
ORD00000711,C00041,2024-08-24,HF-HASH-BROWN-1KG,3481.76,114.15,397442.9,2024-09-05,Delayed,INV912247,Net 90
ORD00000712,C00041,2024-12-24,HF-PATTY-ALOO-1KG,3149.48,94.76,298444.72,2025-01-03,Delayed,INV307898,Net 90
ORD00000713,C00041,2023-09-12,HF-FF-WEDGES-2.5KG,3388.74,105.95,359037.0,2023-09-24,Paid,INV852999,Net 90
ORD00000714,C00041,2023-04-02,HF-ALOO-TIKKI-1KG,784.66,98.21,77061.46,2023-04-13,Pending,INV181636,Net 90
ORD00000715,C00041,2023-07-02,HF-POTATO-CHEESE-BALLS-500G,2491.6,129.72,323210.35,2023-07-07,Paid,INV131066,Net 90
ORD00000716,C00041,2022-11-19,HF-HASH-BROWN-1KG,2438.0,95.99,234023.62,2022-12-03,Paid,INV931877,Net 90
ORD00000717,C00041,2023-12-03,HF-POTATO-SMILES-500G,4557.69,91.41,416618.44,2023-12-11,Paid,INV200561,Net 90
ORD00000718,C00042,2023-08-17,HF-FF-CRINKLE-2.5KG,1070.27,148.42,158849.47,2023-08-31,Paid,INV498257,Net 90
ORD00000719,C00042,2022-05-16,HF-FF-SHOESTRING-2.5KG,917.5,154.3,141570.25,2022-05-23,Partial,INV478887,Net 90
ORD00000720,C00042,2022-03-25,HF-POTATO-CHEESE-BALLS-500G,1209.95,159.05,192442.55,2022-03-31,Paid,INV409458,Net 90
ORD00000721,C00042,2024-07-22,HF-PATTY-BURGER-1KG,1029.49,168.61,173582.31,2024-07-30,Paid,INV746140,Net 90
ORD00000722,C00042,2022-12-19,HF-FF-SHOESTRING-2.5KG,3802.24,175.52,667369.16,2023-01-02,Paid,INV930578,Net 90
ORD00000723,C00042,2022-11-08,HF-PATTY-CUTLET-1KG,807.88,153.32,123864.16,2022-11-22,Pending,INV256232,Net 90
ORD00000724,C00042,2023-08-26,HF-POTATO-SMILES-500G,3689.84,174.16,642622.53,2023-08-29,Paid,INV512344,Net 90
ORD00000725,C00042,2022-06-22,HF-POTATO-CHEESE-BALLS-500G,2669.24,177.08,472669.02,2022-06-30,Paid,INV544979,Net 90
ORD00000726,C00042,2023-09-23,HF-PATTY-ALOO-1KG,1051.16,145.99,153458.85,2023-10-02,Pending,INV988721,Net 90
ORD00000727,C00042,2022-06-16,HF-POTATO-SMILES-500G,1639.27,129.32,211990.4,2022-06-30,Paid,INV851834,Net 90
ORD00000728,C00042,2024-06-19,HF-POTATO-CHEESE-BALLS-500G,1790.52,159.88,286268.34,2024-07-04,Paid,INV987497,Net 90
ORD00000729,C00042,2022-03-08,HF-POTATO-SMILES-500G,2674.41,130.89,350053.52,2022-03-17,Pending,INV908475,Net 90
ORD00000730,C00042,2024-10-03,HF-PATTY-ALOO-1KG,642.74,175.41,112743.02,2024-10-06,Pending,INV745475,Net 90
ORD00000731,C00042,2023-04-21,HF-HASH-BROWN-1KG,1913.61,127.66,244291.45,2023-04-24,Pending,INV263588,Net 90
ORD00000732,C00042,2024-07-23,HF-POTATO-SMILES-500G,1157.66,135.21,156527.21,2024-07-30,Paid,INV468052,Net 90
ORD00000733,C00042,2024-09-05,HF-FF-CRINKLE-2.5KG,1538.65,136.77,210441.16,2024-09-12,Paid,INV839407,Net 90
ORD00000734,C00042,2022-02-17,HF-FF-WEDGES-2.5KG,1514.79,145.84,220916.97,2022-03-03,Pending,INV681979,Net 90
ORD00000735,C00042,2024-02-26,HF-PATTY-ALOO-1KG,3945.22,121.63,479857.11,2024-03-01,Pending,INV651628,Net 90
ORD00000736,C00042,2023-05-03,HF-PATTY-ALOO-1KG,1357.08,162.72,220824.06,2023-05-09,Paid,INV562292,Net 90
ORD00000737,C00042,2024-12-09,HF-FF-WEDGES-2.5KG,1169.96,164.48,192435.02,2024-12-24,Paid,INV314995,Net 90
ORD00000738,C00043,2023-01-24,HF-PATTY-ALOO-1KG,2816.64,172.9,486997.06,2023-02-06,Paid,INV269508,Net 90
ORD00000739,C00043,2024-01-24,HF-POTATO-CHEESE-BALLS-500G,545.72,167.06,91167.98,2024-02-03,Pending,INV409286,Net 90
ORD00000740,C00043,2022-03-04,HF-FF-SHOESTRING-2.5KG,3074.95,148.13,455492.34,2022-03-16,Paid,INV335427,Net 90
ORD00000741,C00043,2022-02-01,HF-FF-CRINKLE-2.5KG,1155.74,134.04,154915.39,2022-02-04,Paid,INV190024,Net 90
ORD00000742,C00043,2023-05-01,HF-FF-SHOESTRING-2.5KG,4037.13,128.94,520547.54,2023-05-11,Paid,INV614557,Net 90
ORD00000743,C00043,2024-11-28,HF-ALOO-TIKKI-1KG,2873.06,132.46,380565.53,2024-12-02,Paid,INV978290,Net 90
ORD00000744,C00044,2022-04-25,HF-PATTY-BURGER-1KG,2701.72,135.28,365488.68,2022-04-29,Paid,INV993482,Net 45
ORD00000745,C00044,2023-05-24,HF-HASH-BROWN-1KG,2080.0,168.15,349752.0,2023-05-28,Paid,INV151341,Net 45
ORD00000746,C00044,2022-08-27,HF-POTATO-SMILES-500G,667.03,175.46,117037.08,2022-09-08,Paid,INV750051,Net 45
ORD00000747,C00044,2022-09-03,HF-PATTY-CUTLET-1KG,1937.22,155.76,301741.39,2022-09-14,Paid,INV393047,Net 45
ORD00000748,C00044,2023-09-20,HF-FF-WEDGES-2.5KG,1497.89,141.52,211981.39,2023-10-01,Delayed,INV194136,Net 45
ORD00000749,C00045,2024-09-13,HF-POTATO-CHEESE-BALLS-500G,2568.49,161.32,414348.81,2024-09-20,Paid,INV236800,Net 60
ORD00000750,C00045,2023-02-18,HF-FF-SHOESTRING-2.5KG,4428.91,171.97,761639.65,2023-03-01,Paid,INV290736,Net 60
ORD00000751,C00045,2024-07-06,HF-FF-SHOESTRING-2.5KG,2016.54,125.32,252712.79,2024-07-11,Delayed,INV111855,Net 60
ORD00000752,C00045,2022-06-06,HF-PATTY-BURGER-1KG,4662.58,121.84,568088.75,2022-06-19,Delayed,INV242028,Net 60
ORD00000753,C00045,2023-04-08,HF-FF-CRINKLE-2.5KG,4464.79,121.55,542695.22,2023-04-17,Paid,INV921355,Net 60
ORD00000754,C00045,2023-03-22,HF-PATTY-BURGER-1KG,4894.79,120.67,590654.31,2023-03-31,Pending,INV440567,Net 60
ORD00000755,C00045,2022-08-24,HF-PATTY-ALOO-1KG,576.5,150.52,86774.78,2022-09-01,Paid,INV858030,Net 60
ORD00000756,C00045,2022-12-21,HF-FF-CRINKLE-2.5KG,3500.46,141.17,494159.94,2022-12-26,Paid,INV433472,Net 60
ORD00000757,C00045,2022-12-01,HF-FF-SHOESTRING-2.5KG,3226.54,170.75,550931.7,2022-12-14,Pending,INV629994,Net 60
ORD00000758,C00045,2022-12-30,HF-PATTY-BURGER-1KG,4080.13,173.04,706025.7,2023-01-09,Pending,INV639917,Net 60
ORD00000759,C00045,2022-06-18,HF-PATTY-BURGER-1KG,1216.23,133.48,162342.38,2022-06-21,Paid,INV863839,Net 60
ORD00000760,C00045,2022-01-17,HF-PATTY-BURGER-1KG,3144.71,163.42,513908.51,2022-01-29,Paid,INV407257,Net 60
ORD00000761,C00045,2024-01-29,HF-ALOO-TIKKI-1KG,983.13,130.54,128337.79,2024-02-02,Paid,INV393062,Net 60
ORD00000762,C00046,2023-11-10,HF-PATTY-BURGER-1KG,4653.19,121.55,565595.24,2023-11-21,Pending,INV591641,Net 60
ORD00000763,C00046,2023-10-04,HF-FF-CRINKLE-2.5KG,2308.07,132.65,306165.49,2023-10-15,Paid,INV729994,Net 60
ORD00000764,C00046,2022-08-15,HF-POTATO-SMILES-500G,3984.45,171.82,684608.2,2022-08-19,Pending,INV181801,Net 60
ORD00000765,C00046,2023-10-13,HF-ALOO-TIKKI-1KG,1611.46,155.39,250404.77,2023-10-25,Paid,INV642751,Net 60
ORD00000766,C00046,2024-10-26,HF-PATTY-BURGER-1KG,4294.44,155.91,669546.14,2024-11-04,Partial,INV924377,Net 60
ORD00000767,C00046,2024-04-15,HF-PATTY-ALOO-1KG,3203.16,144.77,463721.47,2024-04-24,Paid,INV795174,Net 60
ORD00000768,C00046,2024-02-22,HF-PATTY-ALOO-1KG,3438.6,177.62,610764.13,2024-02-27,Paid,INV346077,Net 60
ORD00000769,C00046,2023-09-06,HF-FF-WEDGES-2.5KG,1848.33,132.04,244053.49,2023-09-09,Paid,INV608894,Net 60
ORD00000770,C00046,2023-05-08,HF-HASH-BROWN-1KG,4811.62,123.61,594764.35,2023-05-18,Paid,INV444186,Net 60
ORD00000771,C00047,2022-09-22,HF-POTATO-SMILES-500G,4279.59,174.59,747173.62,2022-09-28,Paid,INV921770,Net 60
ORD00000772,C00047,2022-12-04,HF-POTATO-SMILES-500G,1487.43,145.54,216480.56,2022-12-08,Paid,INV317664,Net 60
ORD00000773,C00047,2023-03-03,HF-FF-CRINKLE-2.5KG,1053.63,142.02,149636.53,2023-03-18,Paid,INV354243,Net 60
ORD00000774,C00047,2023-01-11,HF-FF-CRINKLE-2.5KG,2557.95,150.57,385150.53,2023-01-25,Paid,INV142598,Net 60
ORD00000775,C00047,2022-07-06,HF-POTATO-CHEESE-BALLS-500G,1051.07,144.22,151585.32,2022-07-13,Delayed,INV317449,Net 60
ORD00000776,C00048,2022-04-18,HF-ALOO-TIKKI-1KG,3313.15,150.01,497005.63,2022-04-23,Delayed,INV744043,Net 60
ORD00000777,C00048,2024-08-18,HF-PATTY-BURGER-1KG,4286.39,177.06,758948.21,2024-08-29,Paid,INV121869,Net 60
ORD00000778,C00048,2022-03-16,HF-FF-WEDGES-2.5KG,4175.84,122.84,512960.19,2022-03-25,Paid,INV992807,Net 60
ORD00000779,C00048,2023-04-11,HF-PATTY-CUTLET-1KG,1466.03,125.26,183634.92,2023-04-17,Delayed,INV567817,Net 60
ORD00000780,C00048,2023-11-01,HF-FF-CRINKLE-2.5KG,2452.24,163.43,400769.58,2023-11-04,Paid,INV985054,Net 60
ORD00000781,C00048,2023-05-20,HF-HASH-BROWN-1KG,645.6,136.02,87814.51,2023-06-04,Paid,INV702836,Net 60
ORD00000782,C00048,2022-12-28,HF-HASH-BROWN-1KG,922.55,144.61,133409.96,2023-01-12,Paid,INV448928,Net 60
ORD00000783,C00048,2022-12-14,HF-PATTY-BURGER-1KG,4663.99,144.77,675205.83,2022-12-20,Paid,INV158725,Net 60
ORD00000784,C00048,2022-01-29,HF-POTATO-SMILES-500G,3356.31,143.22,480690.72,2022-02-09,Delayed,INV986665,Net 60
ORD00000785,C00048,2023-05-16,HF-FF-WEDGES-2.5KG,3791.55,164.58,624013.3,2023-05-20,Paid,INV591481,Net 60
ORD00000786,C00049,2024-09-09,HF-HASH-BROWN-1KG,1121.22,159.19,178487.01,2024-09-13,Delayed,INV939020,Net 90
ORD00000787,C00049,2023-05-22,HF-FF-SHOESTRING-2.5KG,2238.59,171.58,384097.27,2023-05-30,Delayed,INV751958,Net 90
ORD00000788,C00049,2024-08-15,HF-HASH-BROWN-1KG,1210.17,173.85,210388.05,2024-08-19,Paid,INV899780,Net 90
ORD00000789,C00049,2023-08-03,HF-PATTY-BURGER-1KG,2801.85,135.33,379174.36,2023-08-17,Delayed,INV782848,Net 90
ORD00000790,C00049,2023-10-31,HF-PATTY-CUTLET-1KG,2005.98,120.3,241319.39,2023-11-15,Paid,INV486526,Net 90
ORD00000791,C00049,2024-03-30,HF-POTATO-SMILES-500G,4774.59,133.5,637407.77,2024-04-03,Paid,INV815420,Net 90
ORD00000792,C00049,2024-05-08,HF-FF-SHOESTRING-2.5KG,4593.82,171.18,786370.11,2024-05-15,Pending,INV522518,Net 90
ORD00000793,C00049,2024-10-28,HF-FF-WEDGES-2.5KG,2070.85,132.65,274698.25,2024-11-10,Paid,INV494198,Net 90
ORD00000794,C00049,2024-07-26,HF-FF-SHOESTRING-2.5KG,2419.74,176.01,425898.44,2024-07-29,Pending,INV252796,Net 90
ORD00000795,C00050,2023-02-06,HF-HASH-BROWN-1KG,4348.04,149.32,649249.33,2023-02-14,Paid,INV977173,Net 45
ORD00000796,C00050,2023-05-23,HF-ALOO-TIKKI-1KG,2954.97,144.52,427052.26,2023-05-26,Pending,INV555024,Net 45
ORD00000797,C00050,2023-09-08,HF-POTATO-SMILES-500G,4751.4,179.34,852116.08,2023-09-17,Paid,INV637552,Net 45
ORD00000798,C00050,2024-08-28,HF-FF-WEDGES-2.5KG,1801.19,176.98,318774.61,2024-09-04,Paid,INV276883,Net 45
ORD00000799,C00050,2023-07-04,HF-FF-WEDGES-2.5KG,4776.9,148.41,708939.73,2023-07-19,Paid,INV332887,Net 45
ORD00000800,C00050,2023-06-06,HF-HASH-BROWN-1KG,2367.06,172.16,407513.05,2023-06-17,Paid,INV862501,Net 45
ORD00000801,C00050,2024-07-06,HF-FF-CRINKLE-2.5KG,4743.76,144.14,683765.57,2024-07-17,Delayed,INV210955,Net 45
ORD00000802,C00050,2024-09-17,HF-FF-SHOESTRING-2.5KG,2714.91,140.05,380223.15,2024-09-25,Paid,INV760866,Net 45
ORD00000803,C00050,2024-03-28,HF-POTATO-SMILES-500G,1440.25,179.77,258913.74,2024-04-07,Pending,INV723645,Net 45
ORD00000804,C00050,2023-12-27,HF-PATTY-ALOO-1KG,1349.73,168.85,227901.91,2023-12-31,Paid,INV373100,Net 45
ORD00000805,C00050,2023-10-30,HF-ALOO-TIKKI-1KG,2392.63,125.02,299126.6,2023-11-05,Delayed,INV442162,Net 45
ORD00000806,C00050,2023-02-17,HF-FF-WEDGES-2.5KG,1962.19,124.99,245254.13,2023-02-23,Paid,INV745856,Net 45
ORD00000807,C00050,2022-08-25,HF-ALOO-TIKKI-1KG,4918.77,135.91,668510.03,2022-09-07,Delayed,INV894662,Net 45
ORD00000808,C00050,2022-07-06,HF-PATTY-ALOO-1KG,3857.16,145.54,561371.07,2022-07-21,Paid,INV242356,Net 45
ORD00000809,C00050,2023-12-26,HF-FF-CRINKLE-2.5KG,3557.41,135.3,481317.57,2024-01-03,Pending,INV945454,Net 45
ORD00000810,C00050,2024-05-19,HF-FF-SHOESTRING-2.5KG,923.62,168.51,155639.21,2024-06-01,Paid,INV848535,Net 45
ORD00000811,C00050,2024-04-21,HF-POTATO-SMILES-500G,3725.22,126.56,471463.84,2024-04-28,Paid,INV298363,Net 45
ORD00000812,C00050,2023-04-27,HF-PATTY-ALOO-1KG,3789.26,155.86,590594.06,2023-05-02,Paid,INV625876,Net 45
