wastage_id,batch_id,wastage_date,wastage_type,quantity_kg,recovery_possible,cost_impact_inr
WS002406,PR20220730435,2022-07-30,Quality Rejection,158.96,No,18881.79
WS002422,PR20220731325,2022-07-31,Processing Waste,278.61,Yes,40573.94
WS002427,PR20220731688,2022-07-31,Spillage,284.93,No,31437.63
WS002431,PR20220801190,2022-08-01,Expired Stock,294.97,No,38992.49
WS002433,PR20220801164,2022-08-01,Processing Waste,79.13,No,10062.2
WS002435,PR20220801551,2022-08-01,Spillage,164.21,Yes,15308.7
WS002437,PR20220801728,2022-08-01,Quality Rejection,208.24,No,30936.49
WS002446,PR20220802117,2022-08-02,Quality Rejection,259.67,No,37174.09
WS002457,PR20220803261,2022-08-03,Quality Rejection,96.67,Yes,13504.66
WS002463,PR20220804746,2022-08-04,Processing Waste,369.42,No,42451.78
WS002464,PR20220804144,2022-08-04,Spillage,293.24,Yes,38969.01
WS002466,PR20220804901,2022-08-04,Processing Waste,130.53,No,16385.57
WS002476,PR20220805526,2022-08-05,Processing Waste,221.25,Yes,26275.36
WS002482,PR20220805847,2022-08-05,Spillage,437.58,Yes,45110.21
WS002489,PR20220806229,2022-08-06,Processing Waste,276.12,Yes,36753.33
WS002491,PR20220806866,2022-08-06,Quality Rejection,167.82,Yes,20033.05
WS002493,PR20220806779,2022-08-06,Processing Waste,170.42,No,17143.83
WS002498,PR20220807519,2022-08-07,Quality Rejection,492.43,Yes,39592.4
WS002501,PR20220807586,2022-08-07,Quality Rejection,387.09,No,37694.49
WS002503,PR20220807452,2022-08-07,Spillage,223.0,Yes,20758.1
WS002514,PR20220808854,2022-08-08,Processing Waste,234.04,Yes,31072.82
WS002521,PR20220809884,2022-08-09,Processing Waste,435.86,No,41266.48
WS002524,PR20220809105,2022-08-09,Expired Stock,204.42,No,23544.16
WS002534,PR20220810856,2022-08-10,Quality Rejection,223.07,No,29438.64
WS002542,PR20220811951,2022-08-11,Processing Waste,40.06,Yes,3528.19
WS002545,PR20220811170,2022-08-11,Expired Stock,120.36,Yes,11235.17
WS002547,PR20220811447,2022-08-11,Processing Waste,108.52,Yes,15673.87
WS002553,PR20220811433,2022-08-11,Processing Waste,209.72,No,17858.65
WS002567,PR20220812206,2022-08-12,Expired Stock,115.48,Yes,16846.55
WS002569,PR20220813578,2022-08-13,Expired Stock,579.02,No,73737.15
WS002570,PR20220813255,2022-08-13,Processing Waste,174.77,Yes,14028.04
WS002575,PR20220813906,2022-08-13,Spillage,220.44,No,19571.09
WS002592,PR20220814212,2022-08-14,Expired Stock,157.6,No,23299.18
WS002598,PR20220815319,2022-08-15,Quality Rejection,169.0,No,18215.73
WS002599,PR20220815920,2022-08-15,Quality Rejection,197.3,No,25842.43
WS002610,PR20220816846,2022-08-16,Quality Rejection,406.7,No,58812.27
WS002611,PR20220816244,2022-08-16,Expired Stock,175.46,Yes,22556.5
WS002612,PR20220816697,2022-08-16,Processing Waste,502.69,No,62412.54
WS002616,PR20220816925,2022-08-16,Processing Waste,269.0,No,37189.74
WS002629,PR20220817431,2022-08-17,Expired Stock,192.37,Yes,21384.79
WS002631,PR20220817498,2022-08-17,Expired Stock,274.83,No,22193.86
WS002633,PR20220817147,2022-08-17,Processing Waste,139.96,Yes,13979.05
WS002636,PR20220818531,2022-08-18,Expired Stock,171.84,No,18694.66
WS002639,PR20220818674,2022-08-18,Expired Stock,197.51,No,21194.25
WS002641,PR20220818331,2022-08-18,Expired Stock,69.45,No,9778.78
WS002648,PR20220819933,2022-08-19,Spillage,155.38,Yes,12739.62
WS002652,PR20220819500,2022-08-19,Processing Waste,87.82,Yes,9823.55
WS002659,PR20220819244,2022-08-19,Processing Waste,268.21,No,36407.49
WS002661,PR20220820104,2022-08-20,Expired Stock,61.58,Yes,8269.75
WS002665,PR20220820852,2022-08-20,Processing Waste,172.35,Yes,19502.48
WS002671,PR20220821296,2022-08-21,Expired Stock,224.85,No,24487.37
WS002685,PR20220822873,2022-08-22,Quality Rejection,317.39,Yes,39411.19
WS002686,PR20220822898,2022-08-22,Quality Rejection,252.07,Yes,29161.99
WS002692,PR20220822523,2022-08-22,Expired Stock,178.91,Yes,15373.28
WS002693,PR20220822595,2022-08-22,Quality Rejection,81.39,Yes,9768.37
WS002706,PR20220823683,2022-08-23,Spillage,423.53,Yes,63077.53
WS002710,PR20220823233,2022-08-23,Quality Rejection,266.74,No,37107.29
WS002714,PR20220824731,2022-08-24,Quality Rejection,169.57,Yes,18453.41
WS002716,PR20220824954,2022-08-24,Processing Waste,133.53,No,16118.08
WS002748,PR20220827610,2022-08-27,Spillage,119.12,No,13255.45
WS002749,PR20220827156,2022-08-27,Processing Waste,296.44,No,28450.22
WS002751,PR20220827898,2022-08-27,Spillage,220.68,No,28079.18
WS002760,PR20220828510,2022-08-28,Spillage,136.87,No,20374.14
WS002761,PR20220828450,2022-08-28,Quality Rejection,295.91,No,24220.02
WS002764,PR20220828785,2022-08-28,Quality Rejection,272.21,No,40437.27
WS002769,PR20220829762,2022-08-29,Spillage,239.68,No,21710.55
WS002775,PR20220830910,2022-08-30,Quality Rejection,354.49,No,43704.63
WS002779,PR20220830282,2022-08-30,Expired Stock,80.22,Yes,10670.87
WS002784,PR20220831268,2022-08-31,Processing Waste,152.19,Yes,16395.39
WS002786,PR20220831328,2022-08-31,Processing Waste,152.88,No,18614.53
WS002798,PR20220831950,2022-08-31,Spillage,197.47,Yes,24749.9
WS002800,PR20220901870,2022-09-01,Quality Rejection,123.92,No,16044.69
WS002803,PR20220901634,2022-09-01,Spillage,69.08,Yes,10223.42
WS002807,PR20220901800,2022-09-01,Processing Waste,297.55,Yes,25706.61
WS002820,PR20220903736,2022-09-03,Spillage,285.68,No,34392.65
WS002827,PR20220903354,2022-09-03,Processing Waste,65.85,No,5318.08
WS002831,PR20220903261,2022-09-03,Spillage,544.3,No,58406.61
WS002841,PR20220904177,2022-09-04,Expired Stock,144.28,Yes,17074.2
WS002845,PR20220905466,2022-09-05,Quality Rejection,58.28,No,4715.01
WS002848,PR20220905223,2022-09-05,Quality Rejection,152.66,Yes,20788.75
WS002854,PR20220905709,2022-09-05,Spillage,154.66,Yes,17823.33
WS002862,PR20220906495,2022-09-06,Processing Waste,64.03,No,7564.38
WS002869,PR20220907260,2022-09-07,Processing Waste,348.44,Yes,37649.19
WS002874,PR20220907632,2022-09-07,Processing Waste,360.18,Yes,45287.76
WS002879,PR20220907639,2022-09-07,Quality Rejection,345.12,Yes,35326.01
WS002880,PR20220908170,2022-09-08,Spillage,132.65,No,18543.45
WS002881,PR20220908186,2022-09-08,Spillage,197.26,No,29306.72
WS002890,PR20220908592,2022-09-08,Quality Rejection,320.2,Yes,33822.06
WS002891,PR20220908210,2022-09-08,Quality Rejection,104.53,Yes,9864.95
WS002895,PR20220909450,2022-09-09,Quality Rejection,114.77,Yes,13897.78
WS002896,PR20220909862,2022-09-09,Expired Stock,87.49,Yes,7141.04
WS002901,PR20220909354,2022-09-09,Spillage,506.46,Yes,48866.86
WS002906,PR20220910421,2022-09-10,Processing Waste,285.87,No,35124.3
WS002907,PR20220910624,2022-09-10,Quality Rejection,102.45,No,13446.83
WS002909,PR20220910260,2022-09-10,Quality Rejection,56.4,Yes,7497.0
WS002915,PR20220911945,2022-09-11,Expired Stock,276.3,Yes,27523.9
WS002927,PR20220912350,2022-09-12,Quality Rejection,229.47,Yes,20012.34
WS002928,PR20220912407,2022-09-12,Processing Waste,509.6,Yes,69587.75
WS002933,PR20220912370,2022-09-12,Quality Rejection,270.62,No,28804.88
WS002944,PR20220913419,2022-09-13,Processing Waste,119.24,Yes,13047.75
WS002951,PR20220914714,2022-09-14,Spillage,120.16,Yes,10838.67
WS002957,PR20220915407,2022-09-15,Spillage,50.59,No,6747.2
WS002970,PR20220915154,2022-09-15,Quality Rejection,119.22,No,13634.26
WS002977,PR20220916393,2022-09-16,Quality Rejection,155.64,No,16609.09
WS002984,PR20220916732,2022-09-16,Quality Rejection,84.72,No,8973.55
WS002985,PR20220916741,2022-09-16,Quality Rejection,272.12,Yes,37633.89
WS002987,PR20220917341,2022-09-17,Expired Stock,205.99,Yes,17755.95
WS003016,PR20220919739,2022-09-19,Processing Waste,294.68,No,31322.86
WS003039,PR20220921385,2022-09-21,Expired Stock,348.68,Yes,51302.16
WS003040,PR20220921885,2022-09-21,Quality Rejection,196.55,No,18842.31
WS003052,PR20220922915,2022-09-22,Processing Waste,151.55,Yes,20548.45
WS003056,PR20220923423,2022-09-23,Quality Rejection,337.47,Yes,34032.54
WS003081,PR20220925231,2022-09-25,Spillage,167.52,Yes,20173.2
WS003087,PR20220926545,2022-09-26,Quality Rejection,155.72,No,19204.15
WS003089,PR20220926326,2022-09-26,Spillage,119.05,Yes,15748.65
WS003113,PR20220928511,2022-09-28,Spillage,176.2,No,25313.16
WS003117,PR20220929542,2022-09-29,Spillage,142.43,Yes,21211.29
WS003121,PR20220929677,2022-09-29,Expired Stock,90.3,No,9003.79
WS003127,PR20220930662,2022-09-30,Spillage,274.74,No,27063.32
WS003135,PR20220930858,2022-09-30,Expired Stock,100.06,Yes,14776.51
WS003165,PR20221003341,2022-10-03,Processing Waste,181.25,No,27059.9
WS003167,PR20221003798,2022-10-03,Spillage,171.7,Yes,25257.17
WS003195,PR20221006282,2022-10-06,Expired Stock,510.36,Yes,63992.99
WS003214,PR20221007602,2022-10-07,Processing Waste,231.8,No,34650.44
WS003215,PR20221008163,2022-10-08,Expired Stock,206.91,No,19141.89
WS003218,PR20221008154,2022-10-08,Quality Rejection,514.08,No,52768.57
WS003222,PR20221008762,2022-10-08,Processing Waste,91.51,Yes,11913.0
WS003225,PR20221009580,2022-10-09,Expired Stock,138.65,Yes,14857.97
WS003236,PR20221009496,2022-10-09,Expired Stock,214.41,No,17946.04
WS003238,PR20221010990,2022-10-10,Processing Waste,204.82,Yes,23603.74
WS003239,PR20221010247,2022-10-10,Spillage,229.77,Yes,32857.66
WS003240,PR20221010226,2022-10-10,Quality Rejection,493.9,No,57890.54
WS003243,PR20221010718,2022-10-10,Expired Stock,357.18,No,48750.59
WS003244,PR20221010669,2022-10-10,Quality Rejection,215.84,Yes,27408.75
WS003252,PR20221011185,2022-10-11,Spillage,315.68,No,36294.99
WS003254,PR20221011152,2022-10-11,Spillage,623.29,No,50627.07
WS003263,PR20221012951,2022-10-12,Processing Waste,107.94,No,15663.44
WS003270,PR20221013488,2022-10-13,Processing Waste,459.95,No,60869.78
WS003272,PR20221013608,2022-10-13,Quality Rejection,313.19,Yes,40200.82
WS003275,PR20221014627,2022-10-14,Spillage,66.39,Yes,7580.92
WS003278,PR20221014438,2022-10-14,Quality Rejection,190.54,Yes,16093.1
WS003282,PR20221014192,2022-10-14,Quality Rejection,298.25,Yes,33394.5
WS003286,PR20221015465,2022-10-15,Spillage,374.08,No,40137.74
WS003294,PR20221016165,2022-10-16,Expired Stock,158.66,No,15405.11
WS003297,PR20221016353,2022-10-16,Processing Waste,364.17,No,43115.84
WS003298,PR20221016358,2022-10-16,Quality Rejection,351.68,Yes,38701.18
WS003301,PR20221016919,2022-10-16,Quality Rejection,232.78,No,30151.86
WS003312,PR20221017256,2022-10-17,Quality Rejection,217.0,Yes,30739.75
WS003317,PR20221017773,2022-10-17,Quality Rejection,232.15,Yes,28929.41
WS003319,PR20221018135,2022-10-18,Quality Rejection,347.03,No,37999.28
WS003325,PR20221018314,2022-10-18,Expired Stock,68.64,Yes,8338.03
WS003336,PR20221019879,2022-10-19,Processing Waste,114.6,No,12209.07
WS003341,PR20221019314,2022-10-19,Processing Waste,108.17,No,13781.6
WS003350,PR20221020333,2022-10-20,Quality Rejection,219.43,Yes,24114.27
WS003355,PR20221020643,2022-10-20,Quality Rejection,61.84,Yes,8374.37
WS003360,PR20221021633,2022-10-21,Expired Stock,248.61,Yes,33823.02
WS003361,PR20221021692,2022-10-21,Expired Stock,220.02,Yes,31603.32
WS003363,PR20221021671,2022-10-21,Quality Rejection,232.57,No,23322.92
WS003364,PR20221021531,2022-10-21,Spillage,371.17,Yes,55606.45
WS003366,PR20221021723,2022-10-21,Processing Waste,75.96,Yes,10535.29
WS003370,PR20221022460,2022-10-22,Processing Waste,117.09,Yes,11314.0
WS003374,PR20221022531,2022-10-22,Processing Waste,273.75,Yes,34328.94
WS003378,PR20221022810,2022-10-22,Processing Waste,136.77,Yes,12173.76
WS003382,PR20221023789,2022-10-23,Quality Rejection,91.64,Yes,11581.35
WS003387,PR20221023775,2022-10-23,Quality Rejection,157.53,No,16993.67
WS003391,PR20221023804,2022-10-23,Expired Stock,161.69,No,17259.59
WS003392,PR20221023553,2022-10-23,Quality Rejection,306.95,Yes,30523.31
WS003394,PR20221024264,2022-10-24,Quality Rejection,264.46,No,25757.17
WS003396,PR20221024760,2022-10-24,Processing Waste,523.02,Yes,70291.05
WS003400,PR20221024923,2022-10-24,Quality Rejection,205.78,Yes,16805.08
WS003425,PR20221026692,2022-10-26,Quality Rejection,137.99,Yes,15781.49
WS003426,PR20221026928,2022-10-26,Quality Rejection,214.39,No,22337.12
WS003428,PR20221026989,2022-10-26,Spillage,388.11,No,35436.41
WS003441,PR20221028255,2022-10-28,Spillage,288.33,No,27171.32
WS003442,PR20221028220,2022-10-28,Spillage,334.85,No,27927.73
WS003446,PR20221028980,2022-10-28,Quality Rejection,131.83,No,15752.72
WS003447,PR20221028990,2022-10-28,Expired Stock,171.07,No,23397.13
WS003456,PR20221029647,2022-10-29,Expired Stock,234.46,Yes,25851.12
WS003457,PR20221029810,2022-10-29,Expired Stock,437.09,No,57624.04
WS003467,PR20221030346,2022-10-30,Spillage,137.82,No,19318.52
WS003474,PR20221030272,2022-10-30,Expired Stock,203.27,Yes,20853.45
WS003479,PR20221031819,2022-10-31,Processing Waste,485.44,No,69328.26
WS003493,PR20221101325,2022-11-01,Processing Waste,359.23,No,31102.44
WS003509,PR20221102859,2022-11-02,Expired Stock,116.08,No,17268.92
WS003526,PR20221104594,2022-11-04,Expired Stock,114.59,Yes,14336.5
WS003528,PR20221104687,2022-11-04,Quality Rejection,538.36,No,43349.07
WS003534,PR20221104838,2022-11-04,Spillage,326.98,No,39122.49
WS003561,PR20221107160,2022-11-07,Quality Rejection,57.29,No,7087.29
WS003565,PR20221107264,2022-11-07,Spillage,353.18,No,29611.86
WS003571,PR20221108453,2022-11-08,Quality Rejection,393.02,Yes,58334.81
WS003572,PR20221108347,2022-11-08,Quality Rejection,438.16,Yes,51523.65
WS003575,PR20221108451,2022-11-08,Quality Rejection,313.59,No,42003.68
WS003579,PR20221108163,2022-11-08,Processing Waste,212.68,Yes,22940.42
WS003582,PR20221108253,2022-11-08,Processing Waste,146.29,No,14151.89
WS003589,PR20221109134,2022-11-09,Spillage,96.26,Yes,11725.06
WS003602,PR20221110830,2022-11-10,Quality Rejection,263.22,No,30320.19
WS003605,PR20221110638,2022-11-10,Spillage,262.91,Yes,22194.96
WS003624,PR20221112305,2022-11-12,Quality Rejection,312.78,No,26922.04
WS003626,PR20221113303,2022-11-13,Expired Stock,129.39,Yes,13460.21
WS003630,PR20221113326,2022-11-13,Expired Stock,45.38,Yes,6034.89
WS003642,PR20221114713,2022-11-14,Quality Rejection,324.04,No,40446.04
WS003648,PR20221114158,2022-11-14,Quality Rejection,554.96,Yes,45316.61
WS003654,PR20221115144,2022-11-15,Expired Stock,152.27,Yes,18178.97
WS003656,PR20221115261,2022-11-15,Processing Waste,167.24,No,21216.87
WS003664,PR20221116314,2022-11-16,Quality Rejection,546.1,Yes,70331.58
WS003668,PR20221116852,2022-11-16,Processing Waste,331.68,No,43665.29
WS003670,PR20221116931,2022-11-16,Quality Rejection,56.68,No,7033.97
WS003672,PR20221117827,2022-11-17,Processing Waste,331.78,Yes,33946.3
WS003673,PR20221117753,2022-11-17,Expired Stock,215.02,No,29313.96
WS003675,PR20221117716,2022-11-17,Expired Stock,198.77,Yes,25675.41
WS003691,PR20221118832,2022-11-18,Processing Waste,165.09,Yes,23794.57
WS003708,PR20221119160,2022-11-19,Expired Stock,345.2,Yes,47428.55
WS003710,PR20221119160,2022-11-19,Quality Rejection,437.66,No,49233.37
WS003712,PR20221120773,2022-11-20,Expired Stock,291.89,Yes,30163.62
WS003718,PR20221120225,2022-11-20,Spillage,364.43,Yes,35512.89
WS003719,PR20221120887,2022-11-20,Spillage,258.0,No,25153.43
WS003723,PR20221121369,2022-11-21,Processing Waste,131.17,Yes,18717.45
WS003724,PR20221121939,2022-11-21,Expired Stock,126.4,No,11042.26
WS003737,PR20221122631,2022-11-22,Quality Rejection,144.4,No,18682.05
WS003759,PR20221123250,2022-11-23,Processing Waste,208.28,Yes,22832.14
WS003766,PR20221124603,2022-11-24,Expired Stock,307.86,Yes,29423.84
WS003776,PR20221124231,2022-11-24,Expired Stock,113.24,Yes,10766.17
WS003789,PR20221126505,2022-11-26,Expired Stock,218.67,No,25642.53
WS003792,PR20221126115,2022-11-26,Expired Stock,268.77,No,33428.2
WS003800,PR20221126910,2022-11-26,Expired Stock,181.62,No,22100.86
WS003803,PR20221127636,2022-11-27,Processing Waste,268.46,No,33026.75
WS003812,PR20221127419,2022-11-27,Expired Stock,314.76,Yes,44998.51
WS003813,PR20221127574,2022-11-27,Quality Rejection,231.99,Yes,33768.79
WS003819,PR20221128948,2022-11-28,Quality Rejection,204.75,Yes,22034.38
WS003827,PR20221129310,2022-11-29,Spillage,447.13,No,58589.2
WS003831,PR20221129993,2022-11-29,Expired Stock,297.66,Yes,38783.74
WS003841,PR20221130509,2022-11-30,Quality Rejection,125.72,Yes,16735.41
WS003851,PR20221201183,2022-12-01,Expired Stock,183.1,Yes,26835.43
WS003852,PR20221201415,2022-12-01,Processing Waste,198.47,Yes,17168.34
WS003854,PR20221201733,2022-12-01,Spillage,402.09,No,57340.08
WS003863,PR20221202542,2022-12-02,Expired Stock,185.8,Yes,23053.93
WS003871,PR20221203740,2022-12-03,Quality Rejection,389.35,No,48101.82
WS003872,PR20221203936,2022-12-03,Spillage,429.9,Yes,48573.18
WS003880,PR20221204505,2022-12-04,Processing Waste,384.63,No,57667.1
WS003881,PR20221204708,2022-12-04,Spillage,146.24,No,19070.79
WS003882,PR20221204630,2022-12-04,Quality Rejection,186.68,No,23233.61
WS003883,PR20221204494,2022-12-04,Processing Waste,160.41,No,22563.56
WS003901,PR20221205335,2022-12-05,Quality Rejection,161.92,Yes,17999.04
WS003902,PR20221205542,2022-12-05,Expired Stock,295.27,No,28073.08
WS003915,PR20221206429,2022-12-06,Spillage,170.77,Yes,23986.88
WS003943,PR20221208290,2022-12-08,Spillage,170.35,Yes,13810.12
WS003945,PR20221209734,2022-12-09,Quality Rejection,181.58,No,22402.3
WS003966,PR20221210883,2022-12-10,Spillage,152.97,Yes,15196.56
WS003970,PR20221211444,2022-12-11,Spillage,374.49,No,46791.35
WS003972,PR20221211845,2022-12-11,Spillage,150.93,Yes,18172.81
WS003974,PR20221211791,2022-12-11,Quality Rejection,406.86,Yes,55932.94
WS003979,PR20221212554,2022-12-12,Quality Rejection,220.11,Yes,31490.55
WS003983,PR20221212779,2022-12-12,Quality Rejection,179.44,Yes,16367.01
WS003988,PR20221213931,2022-12-13,Processing Waste,77.58,Yes,10191.51
WS003994,PR20221213449,2022-12-13,Expired Stock,322.2,No,31695.06
WS004010,PR20221214527,2022-12-14,Expired Stock,369.95,Yes,49854.06
WS004013,PR20221215567,2022-12-15,Spillage,183.35,Yes,20432.31
WS004020,PR20221215478,2022-12-15,Quality Rejection,284.38,Yes,40738.58
WS004021,PR20221215515,2022-12-15,Quality Rejection,84.13,Yes,10594.18
WS004032,PR20221216545,2022-12-16,Quality Rejection,393.18,No,45703.98
WS004035,PR20221216884,2022-12-16,Quality Rejection,82.37,No,10866.67
WS004048,PR20221217224,2022-12-17,Quality Rejection,101.3,Yes,9767.73
WS004060,PR20221219505,2022-12-19,Spillage,285.13,Yes,28938.44
WS004064,PR20221219463,2022-12-19,Spillage,137.75,No,14028.91
WS004066,PR20221219801,2022-12-19,Expired Stock,92.42,Yes,12422.09
WS004073,PR20221220292,2022-12-20,Spillage,189.42,Yes,24656.19
WS004074,PR20221220612,2022-12-20,Spillage,169.62,No,16256.63
WS004080,PR20221220717,2022-12-20,Spillage,148.84,No,21805.69
WS004094,PR20221222535,2022-12-22,Spillage,566.08,Yes,48659.16
WS004111,PR20221223552,2022-12-23,Expired Stock,166.37,Yes,17343.1
WS004128,PR20221225820,2022-12-25,Quality Rejection,171.33,Yes,18930.8
WS004131,PR20221225489,2022-12-25,Spillage,396.0,Yes,34433.74
WS004136,PR20221225185,2022-12-25,Quality Rejection,211.61,Yes,20791.41
WS004137,PR20221226834,2022-12-26,Quality Rejection,290.58,Yes,37116.52
WS004148,PR20221227906,2022-12-27,Spillage,310.66,No,43591.71
WS004150,PR20221227720,2022-12-27,Spillage,537.1,No,71509.02
WS004154,PR20221227806,2022-12-27,Quality Rejection,308.82,No,25660.71
WS004156,PR20221227572,2022-12-27,Quality Rejection,425.46,Yes,51945.65
WS004159,PR20221227207,2022-12-27,Quality Rejection,317.59,Yes,30731.28
WS004160,PR20221227413,2022-12-27,Processing Waste,299.7,No,44844.46
WS004181,PR20221229794,2022-12-29,Expired Stock,112.29,Yes,15268.14
WS004186,PR20221230154,2022-12-30,Expired Stock,145.45,No,16601.83
WS004194,PR20221231681,2022-12-31,Processing Waste,217.93,Yes,25256.98
WS004199,PR20221231311,2022-12-31,Expired Stock,139.02,Yes,11500.31
WS004216,PR20230101478,2023-01-01,Quality Rejection,302.76,No,25550.09
WS004225,PR20230102247,2023-01-02,Processing Waste,110.98,No,16492.96
WS004249,PR20230104212,2023-01-04,Quality Rejection,84.27,Yes,9783.31
WS004251,PR20230104691,2023-01-04,Processing Waste,156.34,Yes,14192.25
WS004256,PR20230105546,2023-01-05,Quality Rejection,189.39,No,21643.8
WS004258,PR20230105656,2023-01-05,Spillage,188.76,No,21135.17
WS004261,PR20230105721,2023-01-05,Expired Stock,54.22,No,5366.0
WS004266,PR20230106512,2023-01-06,Quality Rejection,133.65,Yes,19279.8
WS004267,PR20230106287,2023-01-06,Processing Waste,93.76,No,7826.27
WS004282,PR20230107383,2023-01-07,Spillage,297.82,Yes,37008.01
WS004304,PR20230109931,2023-01-09,Expired Stock,109.43,No,9226.0
WS004314,PR20230110973,2023-01-10,Spillage,219.86,Yes,28365.33
WS004323,PR20230111265,2023-01-11,Expired Stock,141.68,No,18047.69
WS004326,PR20230111207,2023-01-11,Expired Stock,217.39,Yes,25423.92
WS004328,PR20230111900,2023-01-11,Quality Rejection,230.62,Yes,20187.94
WS004330,PR20230112349,2023-01-12,Processing Waste,294.85,Yes,39863.24
WS004335,PR20230112532,2023-01-12,Expired Stock,335.75,No,38935.04
WS004343,PR20230113401,2023-01-13,Quality Rejection,131.44,No,13764.0
WS004345,PR20230113340,2023-01-13,Spillage,300.4,Yes,26992.64
WS004355,PR20230114645,2023-01-14,Expired Stock,125.63,No,16438.72
WS004371,PR20230115567,2023-01-15,Expired Stock,108.08,Yes,9121.16
WS004373,PR20230116772,2023-01-16,Spillage,131.45,No,15339.58
WS004375,PR20230116789,2023-01-16,Spillage,272.31,Yes,21987.9
WS004376,PR20230116560,2023-01-16,Processing Waste,167.7,Yes,23823.99
WS004385,PR20230117810,2023-01-17,Spillage,110.94,Yes,14097.0
WS004388,PR20230117407,2023-01-17,Expired Stock,110.16,No,11800.78
WS004389,PR20230117676,2023-01-17,Processing Waste,252.23,No,26579.22
WS004390,PR20230117217,2023-01-17,Expired Stock,285.09,No,24596.11
WS004409,PR20230119490,2023-01-19,Processing Waste,287.35,Yes,25837.24
WS004412,PR20230119941,2023-01-19,Quality Rejection,249.96,Yes,28041.78
WS004434,PR20230121927,2023-01-21,Expired Stock,96.74,No,14508.45
WS004441,PR20230121238,2023-01-21,Quality Rejection,51.62,Yes,7112.39
WS004450,PR20230122579,2023-01-22,Expired Stock,92.36,No,12863.77
WS004457,PR20230122670,2023-01-22,Processing Waste,257.65,Yes,35548.82
WS004462,PR20230123277,2023-01-23,Spillage,161.94,No,19446.47
WS004479,PR20230124298,2023-01-24,Expired Stock,298.85,Yes,37830.18
WS004486,PR20230125469,2023-01-25,Expired Stock,578.51,Yes,66662.53
WS004487,PR20230125126,2023-01-25,Processing Waste,215.95,Yes,19436.06
WS004510,PR20230127625,2023-01-27,Spillage,195.32,Yes,19280.28
WS004514,PR20230127403,2023-01-27,Quality Rejection,108.77,No,9205.8
WS004517,PR20230128206,2023-01-28,Processing Waste,277.82,No,35352.52
WS004538,PR20230129905,2023-01-29,Spillage,134.55,Yes,15757.15
WS004539,PR20230129242,2023-01-29,Quality Rejection,133.69,Yes,14284.78
WS004546,PR20230130448,2023-01-30,Expired Stock,456.11,No,43763.08
WS004555,PR20230130536,2023-01-30,Spillage,136.64,No,12780.43
WS004559,PR20230131496,2023-01-31,Processing Waste,273.21,No,26478.9
WS004567,PR20230201356,2023-02-01,Processing Waste,412.22,No,55749.69
WS004574,PR20230201396,2023-02-01,Expired Stock,76.13,Yes,7521.92
WS004584,PR20230202228,2023-02-02,Expired Stock,119.89,Yes,15906.54
WS004587,PR20230202472,2023-02-02,Quality Rejection,338.62,No,34213.69
WS004599,PR20230203813,2023-02-03,Spillage,292.59,Yes,27129.88
WS004621,PR20230205295,2023-02-05,Expired Stock,44.71,No,6057.07
WS004627,PR20230206460,2023-02-06,Expired Stock,365.47,No,31203.8
WS004634,PR20230206340,2023-02-06,Spillage,117.65,Yes,9524.16
WS004637,PR20230206389,2023-02-06,Processing Waste,258.13,No,33937.75
WS004638,PR20230206150,2023-02-06,Spillage,372.72,Yes,55899.33
WS004643,PR20230207124,2023-02-07,Spillage,405.09,Yes,35539.78
WS004654,PR20230208952,2023-02-08,Expired Stock,503.19,Yes,64663.94
WS004659,PR20230209584,2023-02-09,Quality Rejection,217.66,No,21176.06
WS004662,PR20230209251,2023-02-09,Quality Rejection,80.83,No,11876.86
WS004666,PR20230209976,2023-02-09,Spillage,239.92,No,27369.23
WS004668,PR20230209357,2023-02-09,Expired Stock,443.42,Yes,65391.36
WS004674,PR20230210426,2023-02-10,Processing Waste,56.37,Yes,8417.0
WS004676,PR20230210784,2023-02-10,Processing Waste,126.8,Yes,17571.75
WS004678,PR20230210114,2023-02-10,Expired Stock,555.99,No,66317.35
WS004684,PR20230210347,2023-02-10,Expired Stock,266.17,No,33758.6
WS004688,PR20230211223,2023-02-11,Spillage,272.0,Yes,24916.9
WS004692,PR20230211435,2023-02-11,Processing Waste,129.86,Yes,18398.19
WS004699,PR20230212756,2023-02-12,Expired Stock,368.05,No,47325.69
WS004700,PR20230212523,2023-02-12,Expired Stock,237.01,No,32349.64
WS004704,PR20230213224,2023-02-13,Processing Waste,221.25,Yes,18160.93
WS004737,PR20230216989,2023-02-16,Expired Stock,211.76,No,29545.35
WS004738,PR20230216128,2023-02-16,Processing Waste,532.32,Yes,77415.46
WS004741,PR20230216605,2023-02-16,Spillage,169.68,No,24936.43
WS004749,PR20230217181,2023-02-17,Spillage,296.08,Yes,26876.39
WS004757,PR20230218940,2023-02-18,Quality Rejection,252.08,Yes,35493.62
WS004762,PR20230218563,2023-02-18,Quality Rejection,392.73,No,43351.0
WS004765,PR20230218109,2023-02-18,Processing Waste,63.28,Yes,7636.53
WS004766,PR20230218742,2023-02-18,Expired Stock,400.67,Yes,37031.71
WS004778,PR20230220521,2023-02-20,Expired Stock,199.9,No,18053.51
WS004800,PR20230222128,2023-02-22,Expired Stock,477.2,Yes,61333.53
WS004817,PR20230223594,2023-02-23,Quality Rejection,164.94,Yes,15532.36
WS004818,PR20230223781,2023-02-23,Expired Stock,539.5,Yes,62328.25
WS004821,PR20230224982,2023-02-24,Spillage,195.85,No,16466.88
